id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	261	81	173	23	131	709	203	338	247	83	10	196	265	403	8	155	45	290	21	67	90	134	274	54	177	110	142	281	164	376	18	82	246	564	197	209	256	181	333	238	441	331	353	78	16	387	80	148
91	338	83	709	246	197	331	26	217	638	79	649	504	53	498	312	70	142	642	342	61	462	729	107	235	125	75	244	87	108	561	112	478	78	126	471	449	793	183	382	72	399	317	117	460	7	392	336	291	121	118
179	283	23	356	180	203	114	60	109	265	76	290	83	176	10	246	164	238	209	197	256	17	387	80	148	16	331	8	67	165	288	709	253	217	359	54	18	313	110	5	92	501	37	333	340	201	25	44	564	441	362
16	356	114	176	131	203	109	247	196	155	128	403	21	90	134	274	177	54	82	197	209	238	142	387	353	80	441	165	253	524	537	145	78	5	115	501	92	37	189	112	340	748	318	201	317	360	117	392	544	25	460
57	283	23	60	173	338	176	45	155	246	17	164	209	197	709	256	403	387	288	148	95	54	165	110	26	253	217	281	359	638	79	333	313	501	394	282	564	340	441	189	504	201	649	4	44	524	145	362	544	53	498
99	283	39	356	60	173	109	76	338	176	45	83	10	21	90	48	177	82	233	209	17	181	256	8	709	80	403	148	331	288	353	95	54	110	253	18	217	638	537	313	5	333	92	394	501	282	37	340	564	441	201
223	283	41	261	76	81	176	60	114	23	131	109	709	196	649	265	155	8	45	17	128	288	21	90	134	177	142	233	164	376	82	18	246	197	209	181	333	441	353	16	387	78	80	148	95	524	145	165	208	285	112
9	76	23	131	709	10	196	155	649	403	17	128	54	233	164	376	142	256	564	387	148	95	78	165	524	26	145	217	638	537	79	115	313	5	282	394	117	501	748	92	199	392	318	340	201	639	377	46	4	215	489
194	48	283	39	41	261	60	112	114	30	173	268	356	689	457	734	403	338	109	567	8	558	288	606	281	564	1006	10	543	83	54	838	110	17	94	0	67	400	125	441	518	524	296	748	199	81	145	782	18	70	115
103	60	81	23	285	403	180	392	112	131	203	54	67	247	196	589	132	265	155	84	128	457	45	268	689	748	290	233	70	21	90	134	606	30	274	220	177	107	164	229	788	376	82	318	197	734	353	246	256	341	209
