id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	261	23	338	203	67	41	274	247	81	564	209	173	460	177	131	45	110	83	290	155	189	10	16	90	376	504	208	78	95	403	54	353	70	21	307	18	441	164	333	53	148	142	281	44	537	498	217	265
91	709	338	460	83	649	504	78	70	53	498	217	312	642	197	142	246	26	342	183	112	125	317	117	61	121	638	75	229	331	87	144	478	589	561	462	471	399	126	793	223	336	729	108	289	449	79	7	198	293	268
179	283	76	114	709	23	109	203	67	356	176	209	564	180	290	460	110	60	83	649	16	10	54	288	78	70	53	164	148	44	217	265	340	312	18	333	642	197	441	246	201	142	253	92	574	524	387	256	37	65	25
16	114	109	203	274	356	128	176	247	209	177	131	460	155	189	90	353	78	21	403	307	54	53	537	441	340	82	142	197	201	524	253	196	115	574	92	639	387	37	25	65	134	74	183	112	628	218	501	407	318	80
57	283	709	23	338	176	209	564	173	45	460	110	60	155	649	189	504	95	307	54	403	78	288	53	164	148	44	498	217	340	333	441	312	197	281	246	142	201	394	524	253	387	256	26	639	342	183	218	359	112	17
99	283	76	39	709	109	338	356	176	209	564	177	173	45	48	110	60	83	649	189	10	90	95	353	21	78	403	54	288	148	498	537	217	340	333	82	18	312	441	181	142	201	394	253	92	524	115	256	37	65	639
223	283	76	114	709	261	109	23	41	128	176	81	209	177	460	131	45	60	649	155	189	504	90	16	376	208	95	78	353	21	288	307	164	53	498	441	148	44	18	333	537	217	265	142	82	312	197	181	246	524	201
9	76	709	23	128	564	131	155	649	10	376	95	78	54	403	307	53	164	148	44	498	537	217	340	312	142	201	394	524	196	92	115	256	387	26	639	628	17	218	233	501	318	407	117	282	313	402	61	59	638	75
194	283	114	39	261	109	338	23	203	67	41	356	274	128	564	48	247	81	173	209	110	60	177	83	131	45	180	290	10	155	189	16	403	90	54	504	376	288	70	208	95	353	441	21	281	307	18	333	164	53	148
103	23	203	67	274	128	247	81	209	177	60	131	45	180	290	155	189	16	504	90	376	208	403	54	95	70	353	21	307	164	53	148	498	44	537	217	265	340	82	312	197	181	642	246	201	196	394	112	253	92	574
46	460	83	54	288	441	524	183	125	361	407	318	322	402	478	144	729	147	377	238	336	519	545	168	57	739	79	268	277	167	8	212	679	235	724	470	735	846	623	370	665	266	640	140	297	159	276	427	305	736	421
143	283	76	114	709	109	23	203	67	41	356	274	128	247	81	209	564	173	177	110	131	60	45	180	290	155	189	10	78	16	504	90	376	208	95	54	403	353	288	21	307	441	18	164	53	333	148	281	498	217	44
93	76	709	109	564	45	48	110	649	504	288	78	70	53	164	498	18	340	312	197	281	142	92	524	115	65	639	74	342	125	318	317	40	61	117	13	402	348	285	450	145	141	229	87	220	199	578	478	589	532	399
69	76	114	709	109	356	128	176	209	564	177	45	48	290	376	208	353	21	54	78	288	53	44	498	537	217	18	333	441	82	197	642	142	246	201	394	524	253	92	574	115	387	37	25	639	65	183	342	628	218	125
10	39	338	41	460	290	110	60	649	16	78	70	53	498	537	217	340	312	642	281	246	196	115	256	26	37	65	134	639	74	183	359	218	112	125	233	361	341	407	318	317	282	61	13	322	121	402	638	75	285	231
138	114	39	261	109	23	203	67	356	274	128	247	81	564	209	177	131	110	60	45	83	290	155	10	16	504	376	95	403	353	54	288	21	307	441	333	281	18	53	164	148	498	217	44	265	82	197	642	524	181	115
