id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	173	338	10	142	81	23	54	564	403	78	460	83	285	8	67	131	392	110	117	281	70	203	317	377	112	247	155	441	274	290	18	223	90	196	524	115	45	639	164	145	353	265	177	209	82	33
91	709	649	338	142	83	460	78	392	117	70	317	112	132	223	33	589	197	125	229	107	38	457	246	84	331	26	504	235	638	79	478	217	53	216	512	121	788	144	30	268	734	689	336	498	462	312	642	342	293	471
179	76	283	709	176	649	356	60	114	10	142	109	180	23	54	564	83	460	78	285	8	67	17	392	110	117	70	203	288	317	377	112	441	290	18	132	223	524	164	639	145	265	209	33	589	197	199	256	125	333	748
16	176	356	114	142	109	54	403	460	78	131	392	117	203	317	377	128	247	112	155	441	274	132	223	90	196	524	115	639	145	353	177	209	82	33	134	589	21	197	748	229	38	457	318	84	360	235	80	478	238	387
57	283	709	176	649	173	338	60	142	23	54	564	403	460	78	285	17	392	110	117	281	288	377	112	155	441	132	223	524	45	164	639	145	209	33	589	197	199	95	256	125	333	148	38	107	457	246	84	359	26	504
99	76	283	709	176	48	39	649	356	173	338	60	10	142	109	54	564	403	83	78	285	8	17	392	110	117	288	317	377	112	441	18	132	90	223	524	45	115	639	145	353	233	177	209	82	33	589	21	199	181	95
223	76	283	709	176	41	261	649	60	114	142	81	109	23	460	78	285	8	17	131	392	117	288	317	377	128	112	155	441	18	132	223	90	196	524	45	115	164	639	145	353	233	265	177	209	82	33	589	134	376	208
9	76	709	649	10	142	23	54	564	403	78	17	131	392	117	377	128	155	132	223	196	524	115	164	639	145	233	33	589	376	199	95	256	748	229	38	148	457	318	84	26	606	638	79	478	387	217	216	53	537	788
194	283	48	39	41	261	356	173	338	60	114	10	81	109	180	23	54	564	403	83	8	67	17	131	110	281	70	203	288	112	128	247	155	441	274	290	18	524	90	196	115	45	164	145	353	233	265	177	209	82	199
103	60	81	180	23	54	403	285	67	131	392	70	203	112	128	247	155	274	290	132	90	196	45	164	353	233	265	177	209	82	589	376	134	208	21	197	181	95	256	229	748	457	107	148	16	318	246	84	220	331	359
46	54	460	83	8	288	377	441	524	125	318	235	478	79	238	30	144	268	168	736	336	212	322	276	160	57	729	266	259	407	402	400	22	183	735	724	277	704	68	427	545	470	361	782	739	147	519	421	863	949	370
143	76	283	709	41	356	173	60	114	10	81	109	180	23	54	564	403	78	285	8	67	17	131	392	110	117	281	203	288	317	377	112	128	247	155	441	274	290	18	132	90	196	524	639	115	45	164	145	353	233	265
