id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	173	41	261	18	10	441	220	67	524	110	83	8	54	145	333	115	360	318	564	160	266	450	532	141	489	513	106	322	81	338	578	215	471	403	295	846	100	276	131	735	421	354	142	13	144	470	736	420	281
91	83	338	246	331	342	235	197	244	79	291	638	471	642	382	26	217	498	504	108	561	70	53	679	125	126	462	205	665	75	171	709	354	649	249	118	293	289	653	1062	568	312	654	183	414	142	100	144	61	848	85
179	283	203	23	180	290	164	217	256	265	197	209	246	238	80	359	253	312	201	148	53	642	16	331	387	340	793	729	218	91	61	313	87	5	37	44	545	25	574	77	24	10	501	709	449	634	165	234	92	308	198
16	460	176	112	392	131	155	403	203	457	317	748	247	197	196	689	478	540	0	788	78	229	53	299	128	537	33	134	218	544	90	274	132	545	353	7	733	399	80	356	54	142	449	462	38	307	223	209	30	177	84
57	283	23	155	173	17	387	165	45	148	501	313	209	189	362	253	246	60	288	256	174	455	441	338	91	333	59	207	164	201	342	340	95	110	54	244	44	6	359	433	529	423	524	361	322	145	140	348	282	307	382
99	283	45	39	95	90	181	217	256	233	338	177	353	82	209	80	21	537	253	394	312	498	201	709	148	331	282	10	544	638	340	75	173	61	218	87	4	91	189	313	356	37	5	545	462	176	76	407	24	234	501
223	283	709	76	41	176	60	261	114	109	649	81	8	288	460	17	285	78	441	23	112	142	524	145	131	115	121	317	318	18	132	199	155	117	639	333	392	128	402	377	168	125	293	336	57	229	141	144	606	360	233
9	76	10	131	23	155	128	709	17	54	649	564	233	196	376	403	524	115	145	164	148	256	318	387	142	78	95	313	165	91	501	5	295	639	92	489	606	201	117	282	340	307	168	79	199	578	537	394	748	276	215
194	48	112	457	30	689	268	567	0	558	39	734	838	273	543	94	400	283	564	299	606	512	403	296	1006	60	661	70	463	518	782	748	173	281	107	459	3	41	338	261	1178	759	1125	1058	786	598	185	152	336	680	121
103	60	54	403	67	285	132	112	318	220	168	144	70	748	543	100	402	457	295	84	704	606	268	229	512	293	392	30	13	589	106	341	736	478	107	788	532	305	734	863	22	549	124	390	324	450	782	354	689	949	513
46	460	238	79	268	212	407	83	729	545	377	8	54	739	30	183	361	277	267	288	235	596	140	400	478	623	370	441	767	167	772	159	679	125	259	603	621	147	524	318	297	57	833	276	724	777	665	226	225	431	322
143	709	283	76	41	173	60	285	78	356	81	10	112	564	403	317	114	392	132	109	23	281	54	67	457	180	117	748	33	107	8	639	131	788	110	377	38	512	229	606	288	121	478	155	203	589	84	441	17	268	30
93	109	45	76	164	165	197	48	92	79	340	288	709	18	110	504	65	634	342	498	707	424	74	564	53	455	544	70	40	115	379	381	348	312	318	344	524	145	281	345	6	220	764	649	545	295	280	108	61	4	793
69	709	76	290	176	128	208	217	45	197	376	353	537	79	48	53	177	209	246	394	80	729	356	82	498	21	238	75	642	107	544	331	218	253	285	201	545	392	564	462	114	198	7	449	561	46	317	512	44	54	563
10	41	39	290	60	134	196	233	338	16	246	37	238	65	256	8	110	91	634	340	331	359	707	379	115	145	318	739	291	282	235	407	231	344	537	322	638	361	381	405	74	513	423	140	642	741	295	276	26	228	69
138	317	39	33	457	0	377	229	200	403	564	60	107	273	558	281	543	261	478	443	10	54	296	356	463	782	114	199	459	67	110	336	341	402	625	1125	680	288	769	427	942	293	66	863	115	598	390	441	109	152	524
171	283	356	109	81	76	173	114	261	10	131	60	180	17	23	48	203	155	274	128	288	67	18	83	8	247	54	441	110	90	82	290	709	524	220	265	353	649	145	45	376	177	233	189	196	181	134	318	403	387	165
108	109	173	10	131	39	18	23	60	128	155	288	82	76	247	90	220	8	290	387	177	265	338	524	189	145	148	21	501	181	115	92	16	318	209	48	196	65	233	362	489	235	176	628	513	360	471	215	578	266	564
224	709	76	649	78	176	285	48	788	33	132	112	142	457	117	30	377	268	413	567	0	639	485	229	39	200	838	734	589	273	283	543	94	400	606	93	564	512	403	259	296	1006	661	443	518	60	463	70	105	782	173
101	76	441	10	524	54	110	709	649	403	117	318	141	168	333	639	132	125	266	199	285	100	160	336	106	704	295	13	70	748	317	736	578	57	402	513	124	354	324	215	293	735	421	549	543	341	846	427	146	724	305
80	233	312	265	209	353	177	82	282	638	16	91	198	189	5	37	76	173	261	25	193	460	267	150	764	499	707	121	138	211	739	118	344	277	467	48	455	65	83	510	446	281	231	114	174	392	540	621	297	564	1197
166	283	261	39	41	176	524	10	8	649	83	360	318	78	333	266	281	199	513	578	322	324	421	215	124	735	748	57	70	402	846	549	293	146	276	470	471	112	68	341	427	319	223	269	654	911	974	949	454	606	289
15	76	261	17	54	338	83	403	142	115	318	639	285	141	199	23	460	266	160	336	57	293	402	322	128	478	341	155	106	100	532	215	513	704	107	223	124	724	735	247	470	512	543	392	1006	229	269	90	33	457	846
76	356	41	109	81	173	10	131	76	67	128	338	8	247	176	90	82	524	333	115	265	353	196	21	165	181	148	16	209	574	235	313	489	501	37	246	92	5	164	450	256	281	532	238	215	578	362	266	471	65	276
148	283	41	81	109	131	173	180	39	261	10	274	128	17	90	82	290	18	288	338	376	177	265	387	134	181	196	148	8	209	189	233	16	574	501	333	253	37	220	238	92	5	256	524	164	176	65	145	48	115	95
37	67	83	18	318	281	235	208	37	322	238	285	276	293	532	197	80	25	341	282	402	79	107	121	65	634	638	317	704	100	46	77	162	424	455	654	642	741	228	846	244	348	640	544	40	392	1006	75	207	420	427
18	283	48	39	41	356	173	60	114	142	10	285	109	117	338	460	639	564	112	288	403	67	54	8	17	81	223	110	606	441	268	83	281	70	788	589	524	115	18	145	23	180	689	1006	229	30	543	131	748	318	199
