id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	709	261	338	173	81	10	23	131	83	54	142	203	403	8	564	247	67	155	274	460	110	290	285	281	70	45	78	196	90	164	392	265	353	82	209	177	18	441	117	376	208	21	112	134	181	197	317	95
91	709	338	649	83	142	460	70	78	392	117	112	197	317	246	26	132	638	504	331	79	223	217	53	589	125	235	107	498	33	642	312	342	478	229	462	121	457	512	144	729	61	38	689	561	75	471	336	84	293	793
179	283	76	176	709	356	60	649	114	10	180	23	109	83	54	142	203	8	564	17	67	460	110	290	285	70	288	78	164	392	265	209	18	441	117	112	197	317	377	524	145	256	246	148	16	359	132	80	238	331	387
16	176	356	114	109	131	54	142	203	403	247	128	155	274	460	78	196	90	392	353	82	209	177	441	117	21	112	134	197	317	115	377	524	145	132	80	238	387	253	639	223	537	53	189	318	589	574	307	748	165	235
57	283	176	709	338	173	60	649	23	54	142	403	564	17	155	460	110	285	281	288	45	78	164	392	209	441	117	112	197	95	377	524	145	256	246	148	26	359	132	638	504	387	199	253	639	79	223	217	53	333	189
99	283	39	76	176	709	48	356	338	173	60	649	10	109	83	54	142	403	8	564	17	110	285	288	45	78	90	392	353	82	209	177	18	233	441	117	21	112	181	317	95	115	377	524	145	256	148	132	80	638	331
223	283	76	41	176	709	261	60	81	649	114	23	109	131	142	8	128	17	155	460	285	288	45	78	196	90	164	392	265	353	82	209	177	18	233	441	117	376	208	21	112	134	181	197	317	95	115	377	524	145	246
9	76	709	649	10	23	131	54	142	403	564	128	17	155	78	196	164	392	233	117	376	95	115	377	524	145	256	148	26	132	638	387	199	639	79	223	217	537	53	318	313	589	44	307	748	394	165	5	282	340	91
194	283	39	41	48	261	356	338	173	60	81	114	10	180	23	109	131	83	54	203	403	8	564	247	128	17	67	155	274	110	290	281	70	288	45	196	90	164	265	353	82	209	177	18	233	441	376	208	21	112	134
103	60	81	180	23	131	54	203	403	247	128	67	155	274	290	285	70	45	196	90	164	392	265	353	82	209	177	233	376	208	21	112	134	181	197	95	256	246	148	26	16	359	132	80	638	238	504	331	387	253	79
46	83	54	8	460	288	441	377	524	238	79	318	125	235	478	212	144	736	168	729	322	276	407	336	160	268	30	57	183	266	545	277	259	361	739	402	724	735	22	140	68	370	400	704	267	470	147	772	427	621	519
143	283	76	41	709	356	173	60	81	114	10	180	23	109	131	54	203	403	8	564	247	128	17	67	155	274	110	290	285	281	288	45	78	196	90	164	392	265	353	82	209	177	18	233	441	117	376	208	21	112	134
93	76	709	48	649	109	142	564	110	285	281	70	288	45	78	164	392	18	117	197	317	115	524	145	132	504	199	639	79	223	53	220	318	589	125	13	165	340	498	46	33	312	342	478	229	92	544	606	4	295	457
69	76	176	709	48	356	114	109	54	142	564	128	17	290	285	288	45	78	392	353	82	209	177	18	441	117	376	208	21	197	317	115	377	524	145	246	132	80	238	331	387	199	253	639	79	223	217	537	53	333	220
10	39	41	338	60	649	8	460	110	290	285	281	70	78	196	392	233	112	134	317	115	145	256	246	26	16	359	132	638	238	331	199	639	223	217	537	53	318	748	125	13	235	282	107	340	91	228	341	498	33	37
138	39	261	356	60	81	114	10	23	109	131	83	54	203	403	564	247	128	17	67	155	274	110	290	281	288	45	196	164	265	353	82	209	177	18	233	441	376	21	134	181	197	317	95	115	377	524	145	256	246	148
171	283	76	709	48	261	356	173	60	81	649	114	10	180	23	109	131	83	54	203	403	8	247	128	17	67	155	274	460	110	290	285	281	70	288	45	196	90	164	392	265	353	82	209	177	18	233	441	117	376	208
108	39	76	176	709	48	338	173	60	649	10	23	109	131	403	8	564	247	128	155	460	290	285	281	70	288	78	196	90	164	392	265	82	209	177	18	233	21	112	181	197	317	95	115	377	524	145	256	148	26	16
224	283	39	76	41	176	709	48	261	356	338	173	60	81	649	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	110	290	285	281	70	288	45	78	196	90	164	265	353	82	209	177	18
101	76	709	81	649	10	180	23	131	54	203	403	247	128	155	274	460	110	290	285	70	45	196	90	164	265	353	82	209	177	233	441	117	376	208	21	134	181	197	317	95	524	256	246	148	26	16	359	132	80	638
80	76	48	261	173	114	83	54	142	8	564	17	460	110	281	288	392	265	353	82	209	177	18	233	441	117	115	377	145	16	132	638	639	333	189	220	13	5	282	91	25	360	489	37	312	229	121	606	512	144	736
166	283	39	41	176	261	81	649	10	180	23	131	83	203	8	247	128	155	274	460	290	281	70	45	78	196	164	392	265	353	209	177	233	376	208	21	112	134	181	197	95	524	256	246	148	26	16	359	80	638	238
15	76	261	338	23	83	54	142	403	247	128	17	155	460	285	45	90	164	392	265	209	177	208	21	134	197	95	115	256	246	148	359	638	238	504	199	639	79	223	217	537	53	318	313	44	574	307	394	5	107	91
76	76	41	176	709	356	338	173	81	649	10	109	131	142	8	247	128	67	285	281	70	78	196	90	164	392	265	353	82	209	208	21	181	197	317	95	115	377	524	256	246	148	26	16	359	132	638	238	504	199	639
148	283	39	41	176	48	261	338	173	81	649	10	180	109	131	142	403	8	564	128	17	274	460	290	285	281	288	78	196	90	164	392	265	82	209	177	18	233	117	376	112	134	181	197	95	115	377	524	145	256	148
37	83	67	285	281	392	18	208	197	317	80	638	238	79	318	235	282	107	228	341	25	46	33	37	642	312	229	121	544	4	77	512	729	532	322	424	65	276	75	40	84	293	634	87	788	348	734	216	449	455	741
18	283	39	41	48	356	338	173	60	81	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	460	110	290	285	281	70	288	45	196	90	164	265	353	82	209	177	18	233	441	117	376	208
241	76	48	338	649	180	54	142	8	564	290	285	281	45	78	164	82	117	376	208	21	317	95	524	256	26	16	359	132	80	638	238	504	387	79	223	217	537	53	44	307	125	394	235	5	282	340	91	498	46	360
118	709	48	356	338	60	649	114	54	142	403	8	564	17	67	155	274	110	290	285	281	288	78	196	164	392	353	233	441	112	317	95	115	377	524	145	246	132	238	199	639	79	223	217	537	189	318	589	125	394	13
28	709	54	403	110	285	70	208	134	26	80	504	253	107	341	498	46	33	642	478	229	212	121	544	4	77	457	512	144	141	61	65	561	793	87	268	30	788	764	183	734	218	266	106	543	402	72	269	399	540	354
48	39	76	176	48	261	338	649	114	142	8	564	17	67	460	110	285	281	288	78	164	392	353	177	441	117	208	112	317	115	377	524	145	256	132	253	639	223	333	189	220	318	589	748	125	13	165	235	282	107	340
107	76	41	176	48	261	173	60	649	10	109	131	83	54	142	247	128	17	67	274	460	110	285	281	288	78	90	392	265	353	82	209	18	441	117	376	112	317	115	377	524	145	256	148	16	359	132	80	638	238	199
263	338	649	142	460	290	285	281	78	392	117	112	197	317	148	132	638	504	639	223	53	589	748	235	498	46	360	33	489	642	312	212	462	121	606	4	77	74	736	61	38	322	689	75	513	450	471	336	84	293	793
266	176	48	356	173	60	649	114	10	54	142	564	17	67	460	110	290	285	281	70	288	45	78	164	392	353	18	441	117	112	317	115	377	524	145	148	132	80	504	331	199	639	79	223	537	333	189	220	313	589	574
293	283	39	41	176	709	48	261	356	338	81	114	10	180	23	109	131	203	403	247	128	274	290	70	78	196	90	164	392	353	82	209	233	441	376	208	21	134	181	197	317	95	524	145	246	148	26	16	238	504	331
299	60	83	54	142	203	403	564	247	67	155	274	460	110	290	70	288	45	78	177	441	376	112	134	317	95	377	524	145	256	246	26	359	132	80	238	504	199	253	79	223	217	53	333	318	313	589	44	574	307	394
280	76	176	261	356	60	649	10	23	109	83	54	142	203	403	8	564	247	128	17	67	155	460	110	290	70	288	78	196	392	265	82	177	18	441	117	376	208	21	112	134	181	317	115	377	524	145	256	246	148	16
333	176	709	261	338	173	60	649	23	131	54	403	564	128	67	155	460	110	290	285	281	70	45	78	164	392	353	233	117	376	112	181	197	317	115	377	524	145	256	26	16	359	132	238	504	331	387	199	223	217	537
335	283	76	41	48	261	338	81	649	10	180	23	109	131	142	203	403	8	247	128	17	155	274	290	285	288	45	78	196	90	164	265	353	82	209	177	18	233	117	376	208	21	134	181	197	317	95	115	377	145	256
289	76	709	48	173	60	649	54	142	403	564	128	460	110	281	70	288	78	196	164	392	353	18	233	441	117	112	317	115	377	524	145	132	639	223	189	220	318	589	748	125	235	282	107	341	498	46	360	33	489	478
326	76	176	649	10	131	83	54	142	8	247	17	274	460	110	290	285	78	265	353	177	441	117	112	134	181	317	95	377	145	148	359	132	80	638	238	331	387	199	253	639	223	217	333	189	313	589	574	13	165	5
315	261	60	403	8	564	274	285	281	82	18	117	208	112	377	387	199	639	223	333	318	307	748	125	235	107	228	46	360	33	489	478	229	121	606	457	512	74	144	168	532	322	215	65	276	75	513	336	293	268	788
323	76	83	142	274	110	290	285	288	78	90	392	177	112	134	197	115	256	26	359	132	80	638	238	504	79	223	537	53	333	318	44	394	13	282	340	228	341	25	201	33	642	312	342	478	229	212	462	121	544	606
229	176	48	356	338	173	60	81	649	114	10	180	23	109	131	83	54	142	203	403	8	247	128	17	67	155	274	460	110	290	288	45	78	196	90	164	265	353	82	209	177	18	233	441	117	376	208	21	134	181	197
342	39	709	48	338	81	649	180	23	131	142	203	564	247	128	17	155	274	460	290	285	281	70	45	78	196	90	164	392	265	353	82	209	177	18	233	117	208	21	112	134	181	197	317	95	115	377	524	256	246	148
58	48	338	83	142	203	274	290	285	281	45	164	441	117	376	208	112	197	377	26	16	359	132	80	238	504	331	387	199	253	79	217	537	53	318	313	44	574	307	748	394	165	107	340	228	498	201	360	362	489	37
358	76	176	48	173	649	114	10	180	83	54	142	403	8	564	17	110	285	288	78	196	90	392	353	82	177	117	376	208	181	197	317	95	115	377	524	145	256	148	16	132	504	387	199	253	639	223	537	333	189	220
378	283	39	76	41	176	709	48	261	356	338	173	60	81	649	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	460	110	290	285	281	70	288	45	78	196	90	164	265	353	82	209	177
557	1240	1474	722	1177	1150	1337	874	1079	1427	1196	139	613	1268	368	1426	951	1405	530	1502	851	1323	989	1413	1351	1377	1120	1490	1252	1318	1439	1080	1313	1365	632	1202	1396	1230	1358	1437	1217	791	873	1341	1530	1344	1108	1113	1519	391	629
377	173	649	142	564	247	128	460	70	45	392	209	441	117	112	181	317	115	377	524	256	16	359	638	253	639	333	189	313	574	748	394	235	340	91	228	46	33	489	37	342	229	121	606	512	74	736	168	38	215	689
361	709	48	356	338	649	114	180	83	403	564	285	281	288	18	441	117	115	377	524	145	256	132	387	199	639	79	223	53	333	220	318	313	589	44	307	748	125	235	282	46	360	362	33	312	501	342	229	462	606	295
225	48	261	81	83	54	8	564	247	67	274	460	110	290	281	177	441	208	112	256	199	253	639	79	217	589	44	574	748	125	394	13	235	107	228	341	25	360	489	312	342	478	229	212	121	544	295	77	457	512	74
374	76	176	709	48	261	356	338	173	649	114	10	109	83	54	142	403	8	564	247	128	17	67	155	274	460	110	290	285	281	70	288	45	164	392	353	82	177	18	233	441	117	376	21	112	134	181	317	95	115	377
320	76	709	261	356	338	649	10	109	54	142	403	247	128	17	460	110	285	70	288	78	196	90	392	265	82	209	18	117	376	208	134	181	317	95	377	145	148	26	359	132	638	504	331	639	79	223	217	537	333	220
357	48	338	10	142	247	128	460	110	196	90	164	392	265	353	82	18	233	117	208	197	317	115	148	26	16	359	132	80	638	238	199	639	79	223	217	537	53	189	220	313	589	574	748	125	5	107	340	91	498	46
301	283	39	41	176	261	356	338	173	60	81	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	110	290	281	70	288	45	78	196	90	164	265	353	82	209	177	18	233	441	376	208	21
349	39	76	48	338	173	81	649	114	180	23	131	54	142	203	564	128	17	67	155	274	460	110	290	285	281	288	45	78	196	392	265	353	82	209	177	18	441	117	376	208	21	112	134	181	197	317	95	115	377	524
400	76	48	338	60	649	142	8	17	460	110	285	70	288	78	441	117	317	377	524	145	132	387	199	223	589	125	13	235	5	498	360	362	33	478	229	212	462	121	544	606	295	77	144	736	168	141	532	38	689	276
355	76	709	48	261	356	60	10	109	131	83	54	142	203	403	564	128	17	67	460	110	290	285	281	45	196	90	392	353	82	18	441	117	376	21	112	134	181	95	115	377	524	145	148	16	132	638	238	331	387	199
447	81	10	180	23	131	83	203	403	247	128	17	155	274	460	290	285	45	196	90	164	265	353	82	209	177	233	376	208	21	134	181	197	95	256	246	148	26	16	359	132	80	638	238	504	331	387	253	79	217	537
466	48	649	403	8	564	247	67	460	290	285	281	70	392	233	117	112	317	115	377	132	504	639	53	333	318	313	589	574	307	748	125	13	165	235	107	340	341	498	46	360	33	489	312	501	342	478	229	212	121	606
445	76	176	709	48	338	60	649	180	23	54	203	403	155	274	460	110	290	285	281	70	288	78	196	90	164	392	353	177	233	117	208	21	112	134	181	197	377	524	145	256	246	148	26	16	359	132	80	638	238	504
77	48	142	460	281	90	392	265	353	82	209	441	21	112	181	197	95	115	377	524	148	26	132	80	638	504	199	639	223	217	537	53	589	748	394	5	282	340	91	341	498	46	360	33	489	312	501	212	462	544	4
476	39	76	41	261	356	338	173	60	81	114	10	180	23	109	131	83	54	142	203	403	564	247	128	17	67	110	290	70	288	45	196	90	164	265	353	82	209	177	18	233	441	376	208	21	112	134	181	197	317	95
454	41	81	180	23	131	83	203	8	247	128	155	274	460	290	285	45	78	196	90	164	265	353	82	209	177	233	376	208	21	112	134	181	197	317	95	256	246	148	26	16	359	80	638	238	504	331	387	253	79	217
538	283	39	41	176	709	261	356	338	173	60	81	649	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	460	110	290	285	281	70	288	45	78	196	90	164	392	265	353	82	209	177	18
502	39	76	176	709	48	173	60	81	649	10	180	23	131	83	142	203	8	247	128	155	274	460	290	285	281	70	288	45	78	196	90	164	392	265	353	82	209	177	233	117	376	208	21	112	134	181	197	317	95	115
95	283	48	261	173	649	10	109	131	83	8	17	290	285	70	392	265	117	21	112	181	317	246	148	80	639	79	223	53	333	313	574	748	13	235	282	91	201	360	33	489	312	501	342	478	229	606	4	512	74	729
410	176	709	48	338	649	10	142	403	8	564	460	285	281	70	78	90	392	117	112	181	197	317	95	115	377	524	256	16	359	132	638	504	331	199	639	223	217	537	333	220	589	748	13	235	282	107	228	341	498	46
495	60	81	649	180	131	203	8	247	128	67	155	274	460	290	285	288	45	196	90	164	392	265	353	82	209	233	441	376	134	181	197	317	95	377	524	256	246	148	26	16	359	80	238	504	387	199	253	79	223	217
472	39	709	48	338	173	180	23	109	83	54	142	403	8	564	67	460	110	285	281	70	288	78	90	392	265	353	177	18	233	441	117	208	21	112	181	317	115	377	524	246	359	132	238	504	387	199	253	639	223	333
520	283	76	709	48	261	338	60	649	54	142	403	564	67	155	274	460	110	285	281	70	288	78	164	392	265	82	209	18	233	441	117	112	181	317	95	115	377	524	145	26	16	132	80	638	504	331	387	199	639	223
389	283	39	76	41	176	709	48	261	356	338	173	649	10	109	131	83	54	8	564	247	67	460	285	281	70	78	392	18	441	117	112	317	115	377	524	148	132	80	504	253	639	79	223	53	333	220	318	589	44	748
456	39	709	338	173	649	10	23	403	564	128	67	460	110	285	281	70	78	392	265	209	18	233	117	112	317	115	377	524	145	256	148	26	16	132	638	504	199	253	639	223	217	537	189	318	748	125	394	13	5	282
359	39	709	48	261	356	338	173	60	649	114	23	109	83	54	142	403	8	564	17	67	460	110	285	70	196	164	392	353	18	441	112	197	317	115	377	524	145	256	16	359	132	638	504	199	223	217	537	53	333	189
585	709	261	649	114	180	131	83	54	203	247	128	155	274	460	110	290	281	78	196	164	392	353	82	209	177	376	208	21	112	134	181	197	317	95	145	256	246	148	26	16	359	80	638	238	504	331	387	253	79	223
586	283	41	709	48	261	356	338	173	60	81	649	114	180	23	109	131	83	54	142	203	403	564	247	128	17	67	155	274	460	110	290	285	281	70	288	45	78	196	90	392	265	353	82	209	177	18	233	441	117	376
500	39	76	261	338	173	60	81	649	114	180	109	54	142	403	564	17	274	285	288	78	90	392	265	82	209	18	233	441	117	376	21	112	197	317	115	377	524	145	26	359	132	199	639	223	333	189	220	318	589	748
584	283	39	41	261	356	338	173	60	81	114	10	180	23	109	131	83	54	203	403	8	564	247	128	17	67	155	274	110	290	281	70	288	45	78	196	90	164	265	353	82	209	177	18	233	441	117	376	208	21	134
627	283	39	41	176	709	261	356	338	173	60	81	649	114	10	180	23	109	131	83	54	142	203	403	8	564	247	128	17	67	155	274	460	110	290	281	70	288	45	196	90	164	392	265	353	82	209	177	18	233	441
601	283	39	76	41	48	261	338	173	60	649	114	10	23	83	54	8	564	247	17	67	155	274	460	290	285	70	45	90	164	392	82	209	177	18	117	376	208	112	134	181	197	317	95	115	377	524	145	246	26	132
304	709	60	564	460	285	281	70	78	392	117	317	524	145	256	246	132	504	331	199	639	217	537	44	748	13	107	341	25	46	360	478	229	212	121	457	512	74	168	61	38	689	336	293	793	87	268	30	788	764	57
496	283	41	176	48	261	356	338	173	60	649	114	10	180	23	109	142	203	8	564	128	17	67	155	274	285	281	288	45	78	90	265	353	82	209	177	18	441	117	376	21	112	181	197	317	115	377	524	145	148	16
623	709	54	142	403	460	285	70	209	441	117	112	134	181	95	377	359	132	80	504	253	79	223	217	53	589	44	13	5	107	228	341	201	46	642	229	212	606	4	457	512	144	729	61	38	689	561	407	471	40	160
619	39	76	261	356	60	649	114	10	109	83	54	142	8	564	247	17	67	460	70	288	45	196	265	209	18	441	117	21	317	377	524	246	148	16	359	132	331	387	639	220	313	44	307	125	13	235	107	91	228	201
637	283	39	76	41	176	709	48	261	173	60	81	649	10	180	23	131	83	54	142	203	403	8	564	247	128	67	155	274	460	110	290	285	281	70	288	45	78	196	90	164	392	265	353	82	209	177	233	441	376	208
612	283	41	176	48	261	356	338	173	60	81	114	10	23	109	131	83	54	142	403	8	564	247	128	17	67	155	274	460	110	290	281	70	288	45	78	196	90	164	265	353	82	209	18	233	441	117	376	208	21	112
659	76	60	114	10	23	109	83	54	142	203	8	128	17	67	155	274	460	110	290	285	281	70	45	78	392	265	353	209	18	441	117	208	21	112	181	197	317	95	115	377	524	256	246	26	80	638	238	504	331	199
