id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	261	81	173	23	131	203	338	709	247	83	196	10	265	155	8	403	45	290	90	21	134	274	67	54	177	281	142	110	246	164	376	82	197	18	209	181	256	333	331	564	238	387	80	16	441	353	148	78
91	338	83	709	246	197	331	26	649	217	79	638	142	504	53	70	312	342	498	61	642	462	729	125	107	235	78	75	112	244	561	108	87	117	126	449	317	478	460	382	392	183	793	471	336	399	7	72	291	121	118
179	283	356	23	203	180	60	114	76	109	176	265	83	290	10	246	197	164	209	238	17	387	709	80	8	256	331	16	148	288	67	165	54	217	253	18	110	359	92	313	5	333	37	340	501	649	44	564	441	201	25
16	356	114	176	131	203	109	247	196	155	403	128	90	134	21	274	177	54	197	82	142	209	238	80	387	353	441	165	253	78	524	537	145	92	5	37	112	340	748	317	501	117	115	189	460	318	392	639	201	360	544
57	283	23	60	173	338	176	45	155	246	197	164	17	209	709	387	403	256	288	148	95	165	54	26	110	281	253	217	359	333	79	313	638	649	394	282	340	501	441	564	44	189	4	504	201	524	362	544	145	142	91
99	283	39	356	60	76	173	109	176	338	48	83	45	10	90	21	177	709	82	17	8	209	233	403	181	80	256	288	331	148	54	353	95	110	18	217	649	253	333	537	92	638	313	5	37	394	282	340	501	564	441
223	283	41	261	81	76	60	114	176	23	131	109	709	196	265	649	155	8	45	17	128	288	90	134	21	177	142	164	246	197	233	376	82	18	209	181	333	387	80	16	441	353	148	78	95	165	26	524	208	145	217
9	76	23	131	709	196	10	155	128	649	403	17	54	376	164	233	142	256	387	148	564	95	165	26	217	524	537	145	78	79	638	92	313	5	282	394	340	501	748	115	199	117	44	318	4	201	639	392	46	91	377
194	283	39	48	41	261	60	114	356	173	112	338	109	403	8	81	83	288	10	281	268	54	30	689	564	457	17	110	67	23	180	441	606	131	524	18	734	748	125	145	199	567	333	203	70	1006	107	543	115	247	336
103	60	81	23	180	131	403	203	247	285	54	196	67	112	392	265	155	128	45	290	90	134	21	274	233	589	748	177	164	197	70	132	82	376	246	220	331	209	181	256	107	457	353	16	318	689	606	238	80	387	268
46	83	8	288	54	238	441	79	524	318	125	460	212	407	235	729	377	739	168	160	478	277	545	336	736	361	322	370	266	57	724	183	140	276	144	470	621	735	704	147	22	68	772	267	268	402	159	30	623	679	665
143	283	41	76	81	60	356	114	173	709	23	109	131	180	203	247	10	196	403	8	265	288	17	155	45	54	281	128	67	290	90	134	21	110	274	78	18	177	564	233	164	197	246	376	82	333	317	285	117	441	112
93	76	109	48	45	709	197	164	288	649	281	110	18	165	92	79	564	340	142	524	145	504	4	220	544	70	115	53	312	199	498	342	318	65	61	46	381	125	78	74	634	729	215	6	345	13	40	424	285	117	379
69	356	76	114	176	109	48	45	709	290	128	21	17	177	246	288	376	197	82	209	54	238	80	387	331	18	353	333	208	142	217	564	253	441	537	79	92	313	5	37	394	524	501	145	44	220	201	78	115	25	544
10	39	41	60	338	196	290	134	246	8	233	238	256	331	16	281	110	649	26	217	359	537	638	37	282	340	145	228	4	91	70	53	312	115	498	65	748	318	199	61	212	407	642	381	462	634	74	125	729	107	739
138	39	261	60	356	114	81	109	83	23	403	10	131	317	288	203	377	17	281	54	247	67	110	564	196	18	441	265	155	333	524	33	128	145	45	290	199	134	21	274	457	233	164	115	177	220	197	107	360	82	376
171	283	261	81	356	76	60	114	23	131	173	180	203	48	109	247	196	83	709	265	10	155	45	290	128	90	134	274	8	403	17	649	177	288	246	376	67	82	164	197	233	54	209	281	181	110	238	256	387	18	331
108	39	60	23	131	76	173	176	109	247	338	48	196	265	155	10	290	128	90	709	21	177	8	403	82	197	288	164	233	209	181	387	256	80	649	16	281	148	18	95	26	217	359	564	537	92	79	638	282	394	340
224	283	76	39	176	48	41	709	649	261	60	142	114	78	356	173	117	285	377	338	109	112	403	81	639	8	83	33	288	589	10	132	281	54	17	564	23	268	110	30	457	67	180	788	131	441	18	524	606	748	125
101	76	81	709	649	23	131	180	203	10	403	247	196	54	265	155	110	45	128	317	117	285	290	90	134	21	274	441	333	177	460	233	164	639	524	197	82	376	246	209	181	331	748	256	199	125	353	70	16	238	387
80	261	114	76	173	265	48	83	177	82	17	8	209	233	288	16	353	54	281	110	18	333	638	5	37	282	564	441	189	142	25	145	312	91	220	65	115	174	207	360	345	739	215	628	489	231	13	455	277	344	361
