id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	261	81	23	173	338	709	203	10	131	54	564	247	45	155	83	8	142	18	67	403	274	290	90	281	134	177	82	265	208	196	460	441	110	285	164	524	181	78	21	256	246	353	16	145	253	220	209	80
91	338	246	83	26	331	79	197	709	504	217	498	638	462	53	642	793	183	244	342	70	649	382	312	142	235	75	126	729	7	108	471	87	234	61	125	478	72	121	460	561	198	293	449	118	414	107	399	291	195	679
179	283	23	180	203	356	290	109	114	265	10	246	256	164	80	76	253	387	209	60	148	83	238	16	165	54	17	574	331	18	5	67	197	313	176	8	201	501	288	359	217	564	65	92	44	340	362	77	91	53	37
16	356	114	109	176	203	128	131	247	54	155	274	90	403	142	134	177	82	196	21	460	353	441	524	80	253	209	387	78	238	574	165	197	145	189	5	537	307	117	115	317	392	201	377	501	748	112	360	235	318	736
57	283	23	45	155	338	173	246	256	164	387	253	60	209	95	148	165	26	54	17	79	197	313	176	288	501	201	189	504	359	307	564	217	498	638	44	4	362	403	340	282	394	281	91	462	53	110	709	793	441	59
99	283	39	356	45	109	338	173	90	76	10	177	82	60	181	21	83	256	54	176	80	253	353	17	209	95	18	148	233	8	288	48	564	331	5	709	403	313	189	537	201	501	217	498	638	65	92	4	282	110	441
223	283	41	76	261	81	176	114	23	109	709	60	649	128	131	142	8	45	288	155	17	18	90	460	134	177	285	82	265	78	208	441	196	524	164	181	233	21	353	117	246	317	145	377	392	220	333	16	209	80	253
9	76	23	128	131	10	709	155	54	564	17	649	403	196	142	164	256	233	95	387	148	26	524	376	165	79	5	145	313	537	307	78	217	201	501	115	498	638	282	92	4	44	91	394	117	340	318	748	462	407	53
194	48	39	283	41	30	112	261	268	734	457	689	567	564	356	543	60	114	558	403	173	1006	54	338	8	109	288	0	281	606	94	296	838	400	10	518	273	524	782	67	441	125	17	110	748	70	18	145	199	512	83
103	285	60	392	54	403	84	132	81	112	67	23	788	180	589	457	30	689	229	268	734	70	606	543	128	748	203	131	220	341	567	247	200	168	155	736	13	512	318	45	0	413	478	107	290	121	274	90	532	293	144
46	54	83	8	288	238	441	79	524	460	407	235	318	183	736	277	125	168	212	545	478	160	377	57	729	322	739	276	370	266	267	735	140	724	159	361	144	772	68	621	679	470	704	623	336	22	846	519	767	402	596
143	283	41	76	356	709	81	114	109	173	23	60	180	10	564	54	78	8	285	403	288	203	128	17	67	131	281	18	117	317	377	247	392	45	155	441	110	290	524	274	112	90	132	134	177	145	33	82	265	208	196
93	45	109	76	164	18	48	288	564	165	709	79	197	281	504	498	110	65	92	4	340	524	74	53	649	220	793	424	70	381	145	348	379	40	142	342	544	115	344	634	312	545	318	532	13	707	6	215	345	736	729
69	356	76	109	114	128	45	176	290	48	709	177	54	82	208	17	564	18	288	246	21	353	80	253	209	387	238	376	331	574	79	197	5	441	142	537	313	524	217	201	501	498	333	220	65	92	145	44	394	462	53
10	41	39	338	290	134	60	196	246	256	233	16	8	238	26	331	281	537	359	217	498	638	65	110	4	282	340	74	91	407	37	228	462	53	642	793	649	381	183	379	145	70	277	115	344	634	341	212	312	707	235
138	39	261	317	377	356	114	33	564	60	109	54	403	288	10	281	457	229	67	17	18	83	543	81	524	441	110	200	23	145	0	199	558	115	341	220	360	168	333	736	107	13	478	296	128	782	318	443	131	203	141
171	283	81	261	356	23	180	76	109	203	114	128	131	173	45	247	10	155	60	48	290	274	709	90	54	134	83	177	82	17	265	208	18	8	67	288	196	181	403	164	246	649	256	281	353	233	253	209	16	387	148
108	39	23	128	131	109	247	76	338	173	155	290	10	90	177	60	82	265	176	196	181	48	18	21	164	256	8	564	288	709	80	387	209	233	95	16	148	26	403	281	79	197	189	537	504	501	307	359	217	498	638
224	76	649	709	48	176	142	78	285	283	39	377	117	41	33	132	788	261	112	30	268	734	457	589	356	564	229	567	114	639	60	403	173	200	543	54	338	485	413	109	1006	8	288	281	606	0	259	94	10	838	296
