id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	173	338	10	81	142	23	403	83	54	460	285	8	564	78	131	67	392	203	70	110	281	117	247	155	317	112	377	274	290	441	196	45	164	18	90	353	223	524	265	115	145	82	639	177	209	208
91	709	649	338	142	83	460	78	392	70	117	317	112	132	223	197	589	33	246	26	504	229	331	125	107	638	38	457	79	84	217	235	53	478	689	788	512	121	30	268	144	216	734	498	312	336	642	462	342	293	729
179	283	76	709	176	649	356	60	114	10	142	180	109	23	83	54	460	285	8	564	78	67	17	392	203	70	110	117	288	317	112	377	290	441	132	164	18	223	265	524	145	639	209	197	589	199	256	33	148	246	16
16	176	356	114	142	109	403	54	460	78	131	392	203	117	247	128	155	317	112	377	274	441	132	196	90	353	223	524	115	145	82	639	177	209	134	21	197	589	33	229	748	80	318	38	238	457	387	84	253	235	360
57	283	709	176	649	60	173	338	142	23	403	54	460	285	564	78	17	392	110	281	117	288	155	112	377	441	132	45	164	223	524	145	639	209	197	589	95	199	33	256	148	246	26	504	359	125	333	107	638	38	457
99	283	76	709	176	39	48	649	356	60	173	338	10	142	109	403	83	54	285	8	564	78	17	392	110	117	288	317	112	377	441	132	45	18	90	353	223	524	115	233	145	82	639	177	209	21	181	589	95	199	33
223	283	76	709	176	41	261	649	60	114	81	142	109	23	460	285	8	78	131	17	392	117	128	288	155	317	112	377	441	132	196	45	164	18	90	353	223	524	265	115	145	233	82	639	177	209	208	376	134	21	197
9	76	709	649	10	142	23	403	54	564	78	131	392	17	117	128	155	377	132	196	164	223	524	115	145	233	639	376	589	95	199	33	256	148	26	229	748	318	38	638	457	387	79	84	217	537	606	53	46	478	788
194	283	39	48	41	261	356	60	173	338	114	10	81	180	109	23	403	54	83	564	8	131	67	17	203	70	110	281	247	128	288	112	155	274	290	441	196	45	164	18	90	353	524	115	265	145	233	82	177	209	208
103	60	81	180	23	403	54	285	131	67	392	203	70	247	128	155	112	274	290	132	196	45	164	90	353	265	233	82	177	209	208	376	134	21	197	181	589	95	256	148	246	16	26	504	359	229	748	331	107	220	318
46	83	54	460	8	288	377	441	524	125	318	238	79	235	478	30	268	144	168	736	212	336	276	322	729	57	160	259	407	266	183	400	402	22	545	277	724	735	361	68	739	704	470	782	427	147	140	370	519	267	863
143	283	76	709	41	356	60	173	114	10	81	180	109	23	403	54	285	8	564	78	131	67	392	17	203	110	281	117	247	128	288	155	317	112	377	274	290	441	132	196	45	164	18	90	353	524	265	115	145	233	639
93	76	709	48	649	142	109	285	564	78	392	70	110	281	117	288	317	132	45	164	18	223	524	115	145	639	197	589	199	33	504	229	125	220	318	38	457	79	13	84	606	53	46	478	689	788	512	30	295	165	216
69	76	709	176	48	356	114	142	109	54	285	564	78	392	17	117	128	288	317	377	290	441	132	45	18	353	223	524	115	145	82	639	177	209	208	376	21	197	199	33	246	229	331	125	333	107	80	220	38	238	457
10	39	41	649	60	338	460	285	8	78	392	70	110	281	317	112	290	196	132	223	115	233	145	639	134	199	33	256	246	16	26	359	748	229	331	125	107	318	638	38	238	457	13	84	217	235	341	537	606	53	478
138	39	261	356	60	114	10	81	109	23	403	83	54	564	131	67	17	203	110	281	247	128	288	317	155	377	274	290	441	196	45	164	18	353	524	265	115	145	233	82	177	209	376	134	21	197	181	95	199	33	256
171	283	76	709	48	261	649	356	60	173	114	10	81	180	109	23	403	83	54	460	285	8	131	67	392	17	203	70	110	281	117	247	128	288	155	317	112	377	274	290	441	132	196	45	164	18	90	353	223	524	265
108	76	709	176	39	48	649	60	173	338	10	109	23	403	460	285	8	564	78	131	392	70	281	247	128	288	155	317	112	377	290	196	132	164	18	90	223	524	265	115	145	233	82	639	177	209	21	197	181	589	95
224	283	76	709	176	39	48	41	261	649	356	60	173	338	114	10	81	142	180	109	23	403	285	54	83	78	564	8	131	67	17	203	70	110	117	281	247	128	288	377	112	155	274	290	132	441	196	45	164	18	90
101	76	709	649	10	81	180	23	403	54	460	285	131	203	70	110	117	247	128	155	317	274	290	441	132	196	45	164	90	353	524	265	233	639	82	177	209	208	376	134	21	197	181	589	95	199	256	148	246	16	26
80	76	48	261	173	114	142	83	54	460	8	564	17	392	110	281	117	288	377	441	132	18	353	265	115	233	145	82	639	177	209	16	229	333	220	638	38	13	84	360	606	189	689	788	512	121	489	30	144	282	5
166	283	176	39	41	261	649	10	81	180	23	83	460	8	78	131	392	203	70	281	247	128	155	112	274	290	196	45	164	353	223	524	265	233	177	209	208	376	134	21	197	181	589	95	199	33	256	148	246	16	26
15	76	261	338	142	23	403	83	54	460	285	392	17	247	128	155	45	164	90	223	265	115	639	177	209	208	134	21	197	95	199	33	256	148	246	504	359	229	107	318	638	457	238	84	79	217	341	537	53	46	478
76	76	709	176	41	649	356	173	338	10	81	142	109	285	8	78	131	67	392	70	281	247	128	317	377	196	132	164	90	353	524	265	115	82	639	209	208	21	197	181	589	95	199	33	256	148	246	16	26	504	359
148	283	176	39	48	41	261	649	173	338	10	81	142	180	109	403	460	285	8	564	78	131	17	392	281	117	128	288	112	377	274	290	196	132	164	18	90	223	524	265	115	233	145	82	639	177	209	376	134	197	181
37	83	285	67	392	281	317	18	208	197	33	229	107	80	318	638	238	79	84	235	341	46	788	512	121	282	216	228	734	25	312	37	642	544	532	276	4	322	293	729	77	259	1006	543	75	424	65	0	40	87	634
18	283	39	48	41	356	60	173	338	114	10	81	142	180	109	23	403	83	54	460	285	8	564	131	67	17	203	70	110	117	281	247	128	288	155	112	274	290	441	196	45	164	18	90	353	223	524	265	115	145	233
241	76	48	649	338	142	180	54	285	8	564	78	281	117	317	290	132	45	164	223	524	82	208	376	21	95	33	256	16	26	504	359	229	125	80	638	38	238	387	79	84	217	235	360	537	606	53	46	788	689	307
118	709	48	649	356	60	338	114	142	403	54	285	8	564	78	67	17	392	110	281	288	155	317	112	377	274	290	441	196	132	164	353	223	524	115	233	145	639	589	95	199	33	246	229	125	318	38	238	457	79	13
28	709	403	54	285	70	110	208	134	33	26	504	229	107	80	457	253	341	46	478	788	512	121	30	268	144	734	498	141	212	642	544	4	77	61	543	561	65	266	0	793	87	106	183	764	218	402	567	200	269	540
48	76	176	39	48	261	649	338	114	142	460	285	8	564	78	67	17	392	110	281	117	288	317	112	377	441	132	164	353	223	524	115	145	639	177	208	589	256	748	229	125	333	107	220	318	38	457	13	253	84	235
107	76	176	48	41	261	649	60	173	10	142	109	83	54	460	285	78	131	67	17	392	110	281	117	247	128	288	317	112	377	274	441	132	18	90	353	223	265	524	115	145	82	639	209	376	589	199	33	256	148	16
263	649	338	142	460	285	78	392	281	117	317	112	290	132	223	639	197	589	33	148	504	748	638	38	84	235	360	606	53	46	689	788	121	489	268	216	498	734	736	212	312	336	642	462	4	322	293	450	513	77	74
266	176	48	649	356	60	173	114	10	142	54	460	285	564	78	67	17	392	70	110	281	117	288	317	112	377	290	441	132	45	164	18	353	223	524	115	145	639	589	199	33	148	504	229	331	125	333	80	107	220	38
293	283	709	176	39	48	41	261	356	338	114	10	81	180	109	23	403	78	131	392	203	70	247	128	317	274	290	441	196	164	90	353	524	145	233	82	209	208	376	134	21	197	181	589	95	199	148	246	16	26	504
299	60	142	403	83	54	460	564	78	67	203	70	110	247	288	155	317	112	377	274	290	441	132	45	223	524	145	177	376	134	589	95	199	33	256	246	26	504	359	229	333	107	80	318	38	238	79	13	84	253	217
280	76	176	261	649	356	60	10	142	109	23	403	83	54	460	8	564	78	67	392	17	203	70	110	117	247	128	288	155	317	112	377	290	441	196	18	223	524	265	115	145	639	82	177	208	376	134	21	181	589	199
333	709	176	261	649	60	173	338	23	403	54	460	285	564	78	131	67	392	70	110	281	117	128	155	317	112	377	290	132	45	164	353	223	524	115	233	145	376	197	181	589	199	256	33	16	26	504	359	748	229	331
335	283	76	48	41	261	649	338	10	81	142	180	109	23	403	285	8	78	131	17	203	117	247	128	288	155	317	377	274	290	132	196	45	164	18	90	353	223	265	115	145	233	639	82	177	209	208	376	134	21	197
289	76	709	48	649	60	173	142	403	54	460	564	78	392	70	110	281	117	128	288	317	112	377	441	196	132	164	18	353	223	524	115	233	145	639	589	33	748	229	125	107	220	318	38	457	84	235	341	360	606	189
326	76	176	649	10	142	83	54	460	285	8	78	131	17	110	117	247	317	112	377	274	290	441	132	353	223	265	145	639	177	134	181	589	95	199	33	148	359	229	331	333	80	638	38	238	457	387	13	84	253	217
315	261	60	403	285	8	564	281	117	112	377	274	18	223	82	639	208	199	33	748	229	125	333	107	318	457	387	235	360	606	46	478	788	307	512	121	489	268	144	228	216	734	168	336	532	276	322	215	293	513	74
323	76	142	83	285	78	392	110	288	112	274	290	132	90	223	115	177	134	197	33	256	26	504	359	229	333	80	318	638	38	238	457	79	13	84	341	537	606	53	478	788	689	512	121	44	394	282	295	216	228	734
229	176	48	649	356	60	173	338	114	10	81	142	180	109	23	403	83	54	460	8	78	131	67	17	203	110	117	247	128	288	155	317	377	274	290	441	132	196	45	164	18	90	353	223	524	265	115	233	639	82	177
342	709	39	48	649	338	81	142	180	23	460	285	564	78	131	392	17	203	70	281	117	247	128	155	317	112	377	274	290	132	196	45	164	18	90	353	223	524	265	115	233	639	82	177	209	208	134	21	197	181	95
58	48	338	142	83	285	203	281	117	112	377	274	290	441	132	45	164	208	376	197	199	16	26	504	359	229	748	331	107	38	318	80	457	238	387	84	79	253	217	360	537	53	478	689	512	307	121	313	489	574	44
358	76	176	48	649	173	114	10	142	180	403	83	54	285	8	564	78	17	392	110	117	288	317	377	196	132	90	353	223	524	115	145	82	639	177	208	376	197	181	95	199	33	256	148	16	504	125	333	220	318	38
378	283	76	709	176	39	48	41	261	649	356	60	173	338	114	10	81	142	180	109	23	403	83	460	54	285	8	564	78	131	67	17	203	70	110	117	281	247	128	288	155	377	274	290	441	132	196	45	164	18	90
557	283	76	709	176	48	39	41	261	649	356	60	173	338	114	10	142	81	180	109	23	460	285	403	54	78	83	564	8	392	131	67	17	117	203	70	110	281	317	377	112	247	288	128	155	274	132	290	441	196	223
377	649	173	142	460	564	392	70	117	247	128	317	112	377	441	45	524	115	639	209	181	33	256	16	359	229	748	333	638	38	84	253	235	606	189	46	689	788	512	121	313	489	574	30	268	394	216	228	734	340	91
361	709	48	649	356	338	114	180	403	83	285	564	281	117	288	377	441	132	18	223	524	115	145	639	589	199	33	256	229	748	125	333	220	318	38	457	387	79	235	360	606	53	46	788	689	307	512	313	30	44	144
225	48	261	81	83	54	460	8	564	67	110	281	247	112	274	290	441	639	177	208	589	199	256	229	748	125	107	457	79	13	84	253	217	235	341	360	478	689	512	121	489	574	30	268	44	394	144	295	228	141	212
374	76	709	176	48	261	649	356	173	338	114	10	142	109	403	83	54	460	285	8	564	67	17	392	70	110	281	117	247	128	288	155	317	112	377	274	290	441	45	164	18	353	223	524	115	233	145	82	639	177	376
320	76	709	261	649	356	338	10	142	109	403	54	460	285	78	17	392	70	110	117	247	128	288	317	377	196	132	18	90	223	265	145	82	639	209	208	376	134	181	589	95	33	148	26	504	359	748	229	331	333	107
357	48	338	10	142	460	392	110	117	247	128	317	196	132	164	18	90	353	223	265	115	233	82	639	208	197	589	199	33	148	16	26	359	229	748	125	107	220	80	638	38	238	79	84	217	360	537	606	53	189	46
301	283	176	39	41	261	356	60	173	338	114	10	81	142	180	109	23	403	54	83	78	564	8	131	67	17	203	70	110	281	247	128	288	155	274	290	441	196	45	164	18	90	223	353	524	115	265	145	233	639	82
349	76	39	48	649	173	338	114	81	142	180	23	54	460	285	564	78	131	67	392	17	203	110	281	117	128	288	155	317	112	377	274	290	441	132	196	45	18	353	223	524	265	115	145	82	639	177	209	208	376	134
400	76	48	649	60	338	142	460	285	8	78	17	70	110	117	288	317	377	441	132	223	524	145	589	199	33	229	125	38	387	13	84	235	360	606	478	689	788	121	30	268	144	295	5	216	734	498	168	736	141	212
355	76	709	48	261	356	60	10	142	109	403	83	54	460	285	564	131	67	392	17	203	110	281	117	128	112	377	290	441	132	196	45	18	90	353	223	524	115	145	82	639	376	134	21	181	95	199	33	148	16	229
447	10	81	180	23	403	83	460	285	131	17	203	247	128	155	274	290	132	196	45	164	90	353	265	233	82	177	209	208	376	134	21	197	181	95	256	148	246	16	26	504	359	331	38	318	80	638	457	238	387	84
466	48	649	403	460	285	8	564	67	392	70	281	117	247	317	112	377	290	132	115	233	639	589	33	504	748	229	125	333	107	318	38	457	13	84	235	341	360	606	53	46	478	689	788	307	512	121	313	489	574	30
445	76	709	176	48	649	60	338	180	23	403	54	460	285	78	392	203	70	110	281	117	288	155	112	377	274	290	196	132	164	90	353	223	524	233	145	639	177	208	134	21	197	181	199	33	256	148	246	16	26	504
77	48	142	460	392	281	112	377	441	132	90	353	223	524	265	115	82	639	209	21	197	181	589	95	199	33	148	26	504	748	80	638	38	457	84	217	341	360	537	53	46	689	788	489	30	268	394	144	282	5	734
476	76	39	41	261	356	60	173	338	114	10	81	142	180	109	23	403	83	54	564	131	67	17	203	70	110	247	128	288	317	377	112	290	441	132	196	45	164	18	90	353	524	265	115	145	233	639	82	177	209	208
454	41	81	180	23	83	460	285	8	78	131	203	247	128	155	317	112	274	290	196	45	164	90	353	265	233	82	177	209	208	376	134	21	197	181	95	33	256	148	246	16	26	504	359	229	125	331	38	80	638	457
538	283	709	176	39	41	261	649	356	60	173	338	114	10	81	142	180	109	23	403	460	285	54	83	78	564	8	131	392	67	17	203	70	110	281	247	128	288	317	112	155	274	290	441	196	45	164	18	90	223	353
502	76	709	176	39	48	649	60	173	10	81	142	180	23	83	460	285	8	78	131	392	203	70	281	117	247	128	288	155	317	112	377	274	290	132	196	45	164	90	353	223	524	265	115	233	82	639	177	209	208	376
95	283	48	261	649	173	10	109	83	285	8	131	17	392	70	117	317	112	290	223	265	639	21	181	33	148	246	748	229	333	80	38	79	13	84	235	360	606	53	478	689	788	512	313	489	574	30	268	282	216	734
410	709	176	48	649	338	10	142	403	460	285	8	564	78	392	70	281	117	317	112	377	132	90	223	524	115	639	197	181	589	95	199	256	33	16	504	359	748	229	331	333	107	220	638	38	457	13	84	217	235	341
495	649	60	81	180	460	285	8	131	67	392	203	247	128	288	155	317	377	274	290	441	196	45	164	90	353	223	524	265	233	82	209	376	134	197	181	589	95	199	33	256	148	246	16	26	504	359	38	318	80	238
472	709	39	48	173	338	142	180	109	23	403	83	54	460	285	8	564	78	67	392	70	110	281	117	288	317	112	377	441	132	18	90	353	223	524	265	115	233	639	177	208	21	181	199	33	246	504	359	229	748	333
520	283	76	709	48	261	649	60	338	142	403	54	460	285	564	78	67	392	70	110	281	117	288	155	317	112	377	274	441	132	164	18	223	524	265	115	233	145	82	639	209	181	589	95	199	33	16	26	504	748	229
389	283	76	709	176	39	48	41	261	649	356	173	338	10	109	83	54	460	285	8	564	78	131	67	392	70	281	117	247	317	112	377	441	132	18	223	524	115	639	589	33	148	504	748	229	125	333	80	220	318	38
456	709	39	649	173	338	10	23	403	460	285	564	78	67	392	70	110	281	117	128	317	112	377	132	18	223	265	524	115	233	145	639	209	199	256	33	148	16	26	504	748	229	125	107	318	638	38	457	13	253	217
359	709	39	48	261	649	356	60	173	338	114	142	109	23	403	83	54	460	285	8	564	67	17	392	70	110	317	112	377	441	196	132	164	18	353	223	524	115	145	197	589	199	33	256	16	504	359	748	229	125	333
585	709	261	649	114	180	83	54	460	78	131	392	203	110	281	247	128	155	317	112	274	290	196	164	353	223	145	82	177	209	208	376	134	21	197	181	589	95	33	256	148	246	16	26	504	359	331	38	80	638	457
586	283	709	48	41	261	649	356	60	173	338	114	81	142	180	109	23	403	83	54	460	285	564	78	131	67	17	392	203	70	110	281	117	247	128	288	155	317	377	274	290	441	196	132	45	18	90	353	223	524	265
500	76	39	261	649	60	173	338	114	81	142	180	109	403	54	285	564	78	17	392	117	288	317	112	377	274	441	132	18	90	223	524	265	115	233	145	82	639	209	376	21	197	589	199	33	26	359	229	748	125	333
584	283	39	41	261	356	60	173	338	114	10	81	180	109	23	403	54	83	78	564	8	131	67	17	203	70	110	117	281	247	128	288	155	274	290	132	441	196	45	164	18	90	223	353	524	115	265	145	233	639	82
627	283	709	176	39	41	261	649	356	60	173	338	114	10	81	142	180	109	23	403	460	54	83	564	8	131	392	67	17	203	70	110	281	247	128	288	317	377	112	155	274	290	132	441	196	45	164	18	90	353	524
601	283	76	39	48	41	261	649	60	173	338	114	10	23	83	54	460	285	8	564	67	392	17	70	117	247	155	317	112	377	274	290	132	45	164	18	90	223	524	115	145	639	82	177	209	208	376	134	197	181	95
304	709	60	460	285	564	78	392	70	281	117	317	132	524	145	639	199	256	246	504	748	229	331	107	38	457	13	217	341	360	537	46	478	689	788	512	121	30	268	44	216	734	168	212	25	336	293	74	57	259	61
496	283	176	48	41	261	649	356	60	173	338	114	10	142	180	109	23	285	8	564	78	67	17	203	281	117	128	288	155	317	112	377	274	441	132	45	18	90	353	223	524	265	115	145	82	639	177	209	376	21	197
623	709	142	403	54	460	285	70	117	112	377	441	132	223	209	134	181	589	95	504	359	229	107	80	38	457	79	13	84	253	217	341	606	53	46	689	788	512	30	44	268	144	5	228	734	201	212	642	4	729	160
619	76	39	261	649	356	60	114	10	142	109	83	54	460	8	564	67	17	70	117	247	288	317	377	441	196	132	45	18	265	524	639	209	21	148	246	16	359	229	331	125	107	220	457	387	13	84	235	360	606	46
637	283	76	709	176	39	48	41	261	649	60	173	10	81	142	180	23	403	83	54	460	285	8	564	78	131	67	392	203	70	110	281	247	128	288	155	317	112	377	274	290	441	132	196	45	164	90	353	223	524	265
612	283	176	48	41	261	356	60	173	338	114	10	81	142	109	23	403	83	460	54	8	564	78	131	67	17	70	110	117	281	247	128	288	155	112	274	290	441	132	196	45	164	18	90	353	524	265	115	145	233	639
659	76	60	114	10	142	109	23	83	54	460	285	8	78	67	392	17	203	70	110	281	117	128	155	317	112	377	274	290	441	45	18	353	223	524	265	115	639	209	208	21	197	181	95	199	33	256	246	26	504	229
664	48	261	356	60	338	114	10	142	109	54	8	564	78	67	17	70	110	281	117	128	288	112	377	274	441	132	196	45	164	18	90	353	223	524	115	177	376	21	95	33	148	246	16	504	748	125	333	220	80	38
614	709	41	649	338	114	10	81	142	180	23	83	54	460	285	8	78	131	67	392	17	203	110	281	117	247	128	155	317	112	377	274	290	441	132	196	45	164	18	90	353	223	524	265	145	233	639	82	177	209	208
638	76	41	338	10	81	180	23	83	131	17	203	247	128	288	155	317	274	290	196	45	18	90	353	524	265	82	177	209	208	376	134	21	197	181	95	256	148	246	16	26	504	359	229	333	220	80	638	238	387	79
458	283	76	709	176	39	48	41	261	649	356	60	173	338	114	10	142	109	23	403	54	285	8	564	78	131	67	392	17	70	110	281	117	288	155	112	377	441	132	45	18	223	524	265	115	145	639	209	208	376	134
321	76	48	356	173	338	114	10	81	180	109	23	403	83	460	564	78	131	67	17	70	110	281	247	288	317	112	290	441	18	90	223	524	265	115	82	209	208	376	134	21	181	589	95	199	16	359	229	125	331	333
561	709	649	338	403	460	285	8	564	17	392	203	117	317	377	441	196	132	45	164	90	223	233	145	376	21	197	589	199	33	256	26	504	748	229	107	80	638	38	457	387	84	217	360	537	606	189	46	689	788	307
655	76	709	176	649	356	142	109	8	78	17	70	110	117	377	441	132	18	223	524	145	639	589	95	33	246	26	359	229	748	331	125	107	220	318	38	457	79	13	84	253	217	235	341	360	606	46	478	689	512	121
