id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	709	338	261	564	10	173	403	8	70	81	281	203	142	110	83	54	131	78	112	524	67	274	441	196	392	377	460	353	155	209	247	115	318	333	177	359	148	26	256	117	145	376	18	748	61	45	331	197
91	709	338	649	70	142	83	112	78	392	460	26	117	61	125	197	498	331	132	235	317	217	478	223	121	589	79	729	144	312	107	642	504	246	342	53	793	336	126	195	457	293	689	229	638	38	268	216	512	788	561
179	283	709	109	76	564	649	60	176	10	114	17	70	356	8	180	203	142	110	83	54	288	112	78	524	67	392	209	441	460	377	359	256	148	318	333	61	197	117	145	331	313	23	265	125	132	18	748	362	235	217
16	109	176	114	403	356	203	142	131	54	112	78	524	274	196	392	460	441	353	377	155	209	247	128	115	177	318	117	145	197	132	748	537	317	362	235	574	478	189	5	223	134	90	168	82	589	21	80	455	165	387
57	283	709	338	564	649	60	176	173	17	403	281	142	110	54	288	112	78	524	441	392	209	155	460	377	26	359	333	256	148	145	117	197	45	498	313	125	23	132	362	95	394	217	189	223	606	44	285	589	79	455
99	283	39	709	48	338	109	76	564	649	60	176	10	173	17	356	403	8	142	110	83	54	288	112	78	524	353	392	441	209	377	177	233	256	115	148	318	333	61	498	45	145	117	331	313	125	537	132	748	18	362
223	283	41	709	109	261	76	649	60	176	114	17	8	81	142	288	131	112	78	524	196	392	441	377	460	353	155	209	115	128	318	233	333	26	177	359	148	117	145	376	125	132	61	197	498	45	18	313	23	265	537
9	709	76	564	649	10	17	403	142	54	131	78	524	196	392	377	155	115	128	318	233	26	256	148	117	145	376	132	61	313	498	748	23	537	95	394	217	478	223	5	168	606	589	44	79	165	215	144	729	387	312
194	283	41	39	48	338	109	261	564	60	10	114	173	17	403	70	8	356	81	180	281	203	110	112	288	54	83	131	524	67	274	441	196	353	155	115	247	209	318	128	333	233	26	177	359	256	148	125	145	748	376
103	60	403	70	81	180	203	54	112	131	67	392	274	196	353	155	209	247	318	128	233	177	26	359	256	148	132	376	748	61	197	45	331	313	23	498	265	537	362	394	95	208	220	285	478	168	589	574	606	189	217
46	8	83	54	288	524	460	377	441	318	125	235	478	168	79	729	144	238	736	212	276	336	322	268	266	57	22	407	704	545	735	361	370	724	160	739	147	259	772	267	51	402	623	183	153	68	30	400	621	833	410
143	283	41	709	109	76	564	60	10	114	173	17	403	356	8	81	180	203	281	110	54	131	288	78	112	524	392	274	67	196	377	441	353	155	209	247	115	128	233	26	177	359	318	333	256	148	117	132	145	376	125
93	709	48	109	76	564	649	70	281	142	110	288	78	524	392	115	318	117	145	61	197	45	125	498	18	132	317	220	478	223	168	606	285	589	79	13	455	729	165	312	215	340	736	295	4	199	92	544	141	504	344
69	709	48	109	76	564	176	114	17	356	142	54	288	78	524	392	441	353	377	209	128	115	177	333	117	376	145	197	498	45	125	132	331	313	18	537	208	394	362	235	317	217	574	5	223	220	82	606	168	285	21
10	41	39	338	649	60	70	8	281	110	78	112	196	392	460	115	233	26	318	359	256	145	61	125	498	331	132	748	537	235	317	217	478	134	168	223	606	16	285	121	228	13	729	144	312	107	340	736	238	295	282
138	39	109	261	564	60	10	114	17	403	356	81	281	203	110	54	83	288	131	524	67	377	274	196	441	353	155	209	247	115	128	233	333	318	26	177	359	256	148	145	376	61	197	45	18	498	331	317	313	23	265
171	283	709	48	109	261	76	649	60	10	114	173	17	70	356	403	8	81	180	203	281	110	131	83	54	288	112	524	274	67	196	392	441	353	377	460	155	209	247	128	177	26	233	359	318	256	148	117	376	145	61
108	39	709	48	338	109	76	564	649	60	176	10	173	403	8	70	281	131	288	78	112	524	196	392	377	460	155	247	209	115	128	318	177	233	26	359	148	256	145	125	61	132	18	197	498	23	748	265	537	362	235
224	283	41	39	709	48	338	649	76	109	261	564	176	60	10	114	173	17	403	70	8	356	142	81	180	281	203	78	110	112	54	288	83	131	377	524	67	274	441	196	353	117	155	115	247	132	209	128	333	318	233
101	709	76	649	10	403	70	81	180	203	110	54	131	524	274	441	196	460	353	155	209	247	333	318	128	233	177	26	359	117	256	148	125	132	376	748	61	197	313	45	331	498	23	265	317	537	362	394	95	208	478
80	48	261	76	564	173	114	17	8	281	142	110	83	54	288	392	353	209	441	460	377	233	177	115	333	117	145	265	132	18	5	189	82	220	606	168	16	121	312	455	13	215	144	282	736	344	360	276	65	207	336
