id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	173	81	10	338	142	403	285	23	564	83	8	67	54	70	78	281	110	131	460	441	203	112	117	524	639	392	145	223	155	115	274	317	199	18	377	247	333	748	290	318	489	196	220	164	360	512
91	338	83	246	331	197	638	26	709	462	79	504	217	642	70	342	53	312	498	75	561	382	61	87	235	108	234	793	471	729	7	126	183	72	291	244	649	121	125	449	399	150	107	592	679	142	171	772	118	665	198
179	283	180	23	203	290	209	265	356	164	148	253	238	246	256	359	387	165	44	574	362	80	197	10	109	331	201	16	340	92	37	114	5	77	642	217	83	501	91	313	25	424	53	312	60	17	381	308	6	348	59
16	356	176	114	109	131	203	128	155	274	403	247	54	196	142	441	209	90	353	82	177	21	524	460	134	145	112	115	78	253	392	639	318	748	117	132	197	574	189	235	238	165	223	387	317	537	360	80	362	532	37
57	283	23	155	45	209	164	173	148	253	95	256	246	338	387	165	359	44	362	197	638	60	26	201	189	340	17	282	462	79	504	394	217	91	501	342	313	176	544	307	212	53	498	4	312	308	348	6	59	75	382
99	283	39	356	45	209	90	177	82	173	21	148	353	181	253	109	10	95	256	338	233	83	331	362	638	80	537	60	201	37	189	340	92	282	462	5	17	217	394	91	501	76	342	313	176	544	407	4	312	498	308
223	283	76	709	176	41	261	60	649	114	109	285	142	81	17	23	8	78	460	288	112	117	132	441	392	131	639	223	524	317	145	128	377	115	199	155	125	18	333	318	33	489	196	360	220	235	229	164	606	268	589
9	76	23	709	131	10	128	155	17	403	649	564	196	54	164	142	376	148	524	233	145	115	256	489	95	78	318	199	165	638	748	639	387	44	392	537	117	282	26	132	462	201	340	91	79	223	5	92	217	394	295
194	48	112	39	30	734	268	457	283	60	564	567	403	543	261	689	558	0	173	1006	356	94	114	838	281	512	41	8	400	288	782	606	296	54	70	524	518	109	441	125	110	199	273	145	748	336	144	17	67	299	10
103	285	132	60	112	392	403	84	30	268	734	229	457	54	70	788	589	67	543	512	689	748	606	0	567	144	838	318	518	558	107	413	341	168	782	220	22	13	443	121	863	293	200	296	100	478	736	402	273	532	299
46	83	8	54	288	441	238	524	79	318	235	212	407	460	125	322	276	168	739	478	545	57	736	277	361	729	266	160	140	183	370	144	68	377	724	402	336	470	735	772	704	22	421	679	665	596	846	621	519	167	268
143	283	76	709	41	356	173	60	285	114	109	78	403	564	10	117	132	112	8	17	392	67	81	281	317	639	54	288	180	110	377	441	23	524	33	145	115	199	125	748	229	268	512	131	18	457	589	318	333	38	84
93	45	109	164	76	165	197	48	709	340	92	79	504	70	342	110	544	564	288	53	281	74	424	312	498	4	381	348	344	634	18	6	40	707	764	65	115	61	87	524	145	108	318	545	379	234	793	729	471	220	532
69	356	128	76	109	114	176	290	45	709	209	48	82	17	177	353	376	21	208	253	246	564	238	574	197	331	54	387	44	288	362	80	537	441	37	201	462	79	92	5	217	394	333	489	642	77	18	524	342	313	115
10	39	41	290	196	338	134	60	256	246	233	238	359	331	638	26	537	16	37	282	340	8	462	217	91	642	228	70	110	407	212	53	74	281	498	312	4	381	344	634	561	75	707	764	65	218	115	61	741	87	231
138	39	317	261	377	60	356	33	564	403	114	109	229	457	281	288	54	10	17	110	441	67	543	524	145	199	83	0	115	336	558	360	107	318	782	341	18	168	443	220	333	200	141	296	863	13	273	489	293	478	100
171	283	356	76	81	261	180	173	23	709	48	114	109	60	10	131	203	128	83	155	274	17	403	67	247	649	8	290	45	196	70	54	110	288	281	164	265	209	90	285	441	353	82	177	376	208	134	148	524	233	181
108	39	23	131	173	128	155	109	76	247	10	290	176	60	338	196	209	265	164	90	709	48	82	177	21	148	181	8	233	95	256	403	359	70	564	387	197	44	638	288	189	362	16	80	281	537	26	282	92	340	462
224	76	709	649	48	176	285	142	78	117	132	377	33	112	39	639	30	734	268	788	283	457	60	229	564	261	403	567	543	589	173	0	356	114	1006	485	94	259	41	838	281	413	8	512	288	400	54	606	70	109	782
101	76	709	649	285	117	132	460	317	403	639	10	84	38	54	70	268	30	110	734	229	441	457	524	216	589	199	788	125	512	748	543	1006	689	606	336	0	318	107	567	341	333	838	94	168	400	518	13	141	121	57
80	261	209	265	177	82	173	353	114	233	638	83	16	37	189	282	5	17	91	25	76	312	8	344	707	764	65	628	174	231	207	110	54	48	739	446	333	489	288	277	361	281	564	140	522	441	291	123	18	405	345
166	176	283	649	39	78	261	41	223	460	112	392	33	8	10	84	281	38	70	268	30	229	83	524	216	589	199	788	512	748	1006	689	606	259	360	318	0	567	107	341	333	838	94	400	518	57	121	22	558	485	293
15	76	261	285	142	403	338	17	460	83	54	392	223	639	23	115	33	199	512	229	318	128	457	734	341	30	84	107	155	1006	336	247	532	543	57	141	293	164	478	788	513	266	259	215	45	46	265	402	22	0	518
76	41	81	356	76	173	176	131	109	709	10	128	338	247	67	196	8	164	209	265	90	82	353	70	21	649	208	148	281	181	256	95	246	574	142	524	359	333	197	285	165	238	115	489	638	16	362	537	26	282	37
