id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	261	173	23	709	81	131	10	338	155	83	54	274	203	403	142	564	8	247	18	67	82	90	164	110	281	45	177	441	524	181	78	353	112	290	21	196	208	209	265	220	115	70	134	376	256	145	16	197
91	338	83	246	197	331	709	79	26	504	638	217	342	70	53	462	244	312	498	642	75	649	471	793	61	126	183	125	235	729	382	142	72	87	291	108	112	293	107	449	234	121	399	7	561	118	679	772	195	150	336
179	283	23	180	356	203	109	114	10	164	290	209	265	238	80	60	246	256	148	197	16	176	83	331	387	574	5	25	76	165	253	17	37	359	54	91	201	362	92	44	501	217	18	313	340	67	424	8	709	53	381
16	356	176	131	114	109	128	155	274	203	247	54	90	82	177	403	353	21	196	209	142	134	441	197	524	80	238	112	189	78	574	115	5	387	307	145	25	165	460	253	317	37	91	318	537	748	360	295	201	377	407
57	283	23	155	45	173	164	209	60	246	338	256	148	197	387	95	176	189	165	79	17	253	307	359	26	91	362	54	504	201	501	44	638	313	282	217	340	394	342	110	53	462	4	244	403	312	441	498	281	564	709
99	283	39	356	173	109	10	45	90	82	177	181	60	176	338	21	209	76	353	233	80	83	256	148	48	331	17	5	95	189	54	709	253	18	37	91	8	403	537	638	201	362	110	92	217	282	501	313	394	564	340
223	283	41	261	176	76	114	709	23	109	60	81	131	649	128	155	17	142	8	18	78	164	90	82	112	441	45	524	177	233	181	353	288	21	196	208	115	209	317	285	265	220	460	134	376	145	197	377	16	199	125
9	23	76	131	10	128	709	155	54	17	649	164	233	403	564	196	376	142	256	524	148	115	5	387	78	95	145	307	165	79	199	91	26	318	537	282	638	295	748	201	217	313	44	92	501	394	407	340	377	639	53
194	48	283	112	39	41	261	30	734	60	268	457	114	173	567	356	689	564	403	558	543	109	606	54	1006	10	8	281	94	338	0	400	524	125	296	838	110	441	288	199	782	518	336	17	70	273	748	512	145	144	83
103	60	112	285	403	54	84	132	392	229	23	180	67	457	788	589	734	70	30	81	606	268	131	220	748	689	543	128	144	318	512	107	295	168	155	341	13	567	200	293	413	736	274	233	203	164	0	558	518	121	247
46	83	54	238	8	441	79	524	288	407	318	125	212	460	235	183	168	739	277	322	729	736	545	377	267	336	276	144	57	266	478	370	160	361	735	68	724	140	402	772	470	623	679	621	147	704	846	665	167	159	767
143	283	41	76	709	356	114	173	60	109	10	23	180	81	131	78	54	112	403	564	128	17	317	8	285	155	281	377	110	67	524	441	18	274	288	203	117	639	247	115	164	132	33	392	233	125	220	145	90	199	82
93	109	45	76	164	48	197	709	18	165	79	110	564	504	281	92	524	340	220	288	342	70	115	74	649	424	53	381	4	312	145	498	318	707	471	295	793	199	65	61	125	13	344	142	126	40	634	764	544	348	729
69	356	114	128	176	109	76	48	45	709	82	177	290	21	353	208	209	54	17	376	80	238	246	197	331	18	574	564	5	387	441	25	79	524	253	37	288	220	537	115	217	201	44	362	313	142	92	394	501	145	333
10	41	39	60	338	290	233	196	134	238	246	256	16	331	8	37	228	110	359	26	91	537	638	281	282	217	340	407	74	70	115	53	381	462	4	312	649	145	498	642	75	707	212	318	793	295	65	123	199	61	231
138	39	261	317	356	114	60	377	109	33	10	403	564	54	229	281	457	17	83	524	110	441	288	67	199	18	23	115	543	145	81	336	220	131	200	360	558	107	318	0	341	168	295	128	333	13	293	782	155	736	141
171	283	261	356	23	180	81	131	114	76	173	109	128	10	60	48	155	709	274	203	247	83	90	82	45	164	177	181	54	17	233	290	353	209	649	208	196	403	265	8	18	67	134	376	256	110	246	238	197	16	281
108	39	23	131	128	173	109	155	10	176	76	60	247	338	90	82	48	177	164	181	290	21	233	209	709	196	265	80	256	16	148	197	18	189	8	403	387	95	564	79	281	307	524	228	359	91	26	288	649	220	504
224	76	176	709	48	649	78	142	283	377	285	112	33	39	117	132	788	41	261	639	30	734	229	60	268	457	114	173	589	356	567	564	485	403	543	413	200	109	606	259	54	10	8	1006	281	338	94	524	0	400	125
101	76	709	649	10	317	285	54	403	460	23	180	117	81	131	110	524	639	132	441	84	70	128	125	229	199	216	38	155	457	606	589	748	734	788	274	30	336	268	318	203	333	295	164	233	247	13	689	341	168	512
80	261	173	114	82	177	209	353	233	265	76	83	16	5	48	189	17	25	54	37	18	91	638	282	8	110	564	281	441	312	220	288	628	707	115	174	333	207	65	123	231	344	145	471	739	764	277	280	267	13	360
166	283	176	41	39	261	649	78	10	112	23	180	460	83	8	81	131	281	524	223	33	392	84	128	70	199	229	155	216	38	606	748	589	360	274	203	318	788	30	333	268	164	233	247	341	689	107	353	512	177	259
15	76	261	23	338	142	54	128	83	403	17	155	285	460	247	164	90	115	177	45	639	199	21	223	208	265	209	392	33	134	318	256	197	246	229	148	238	574	341	336	107	84	457	5	307	293	95	512	79	25	91
76	41	81	356	131	173	109	128	176	76	10	338	247	90	82	709	164	181	21	353	209	208	196	265	256	246	238	16	197	67	8	148	574	649	281	5	95	524	165	307	79	37	70	228	359	115	91	26	504	537	142
148	283	41	39	180	81	131	261	128	173	109	274	10	176	90	82	177	181	338	164	290	209	233	265	196	48	376	134	238	256	17	148	16	197	331	574	387	189	5	95	18	79	8	403	253	37	228	564	26	91	281
37	83	18	67	208	281	197	80	238	25	79	37	228	318	285	317	282	638	341	235	107	293	312	424	4	322	75	532	244	46	392	642	121	77	276	512	207	229	65	33	634	40	544	741	126	729	348	545	402	87	69
18	283	41	39	48	356	114	173	60	142	109	10	112	338	23	285	180	54	403	460	564	81	131	83	8	17	117	281	223	110	639	524	441	67	128	18	288	70	155	229	115	199	145	220	606	589	274	748	203	788	164
241	76	180	48	338	649	54	164	82	45	8	564	290	21	142	281	208	524	376	256	80	16	238	78	5	95	387	307	125	79	285	317	359	504	91	360	26	537	282	638	217	44	362	394	501	340	235	168	117	606	74
118	356	155	274	114	164	290	60	338	353	233	196	238	246	5	95	189	17	79	165	48	54	37	91	67	537	709	217	282	8	394	403	110	424	564	441	281	462	4	524	498	628	77	288	75	707	115	174	308	65	61
28	208	134	80	54	253	26	709	504	403	110	4	70	77	498	642	212	65	793	61	183	764	544	72	87	341	370	46	218	399	436	107	561	118	121	772	195	150	198	266	623	106	563	141	592	364	478	354	138	144	384
48	39	261	177	164	208	353	256	114	338	165	253	189	37	340	282	407	342	462	244	17	628	308	176	40	67	344	231	634	123	764	739	544	379	280	348	277	382	76	8	69	446	455	110	6	741	119	291	24	345	529
107	41	131	261	128	274	173	109	247	10	90	82	60	209	353	176	265	238	376	80	256	76	148	83	16	5	189	25	17	48	79	54	228	359	91	18	67	638	362	92	282	501	394	340	110	74	424	53	281	441	4
263	290	338	148	197	504	638	74	53	462	4	244	281	312	77	498	642	75	212	793	59	61	183	471	277	280	545	69	72	87	360	235	218	449	322	649	748	46	489	399	234	578	436	450	513	118	751	736	293	195	150
266	356	45	173	114	164	10	290	353	80	148	60	331	574	189	79	176	17	504	201	537	313	282	340	54	18	342	424	74	67	48	244	628	110	212	174	59	441	308	281	564	231	344	40	220	524	739	288	70	277	115
293	283	41	39	261	356	23	180	81	176	131	114	109	48	10	128	709	338	274	203	247	90	82	164	181	233	353	290	403	21	209	196	208	134	376	441	246	197	16	238	524	148	331	70	5	387	95	307	78	145	79
299	155	274	203	60	247	45	177	290	83	376	134	238	80	246	256	54	574	67	95	25	403	79	110	307	564	253	441	228	359	26	504	524	201	282	44	313	288	217	394	340	407	70	342	74	424	333	53	381	145	4
280	261	176	76	356	23	109	60	10	649	128	155	83	54	203	142	403	17	247	564	8	78	82	67	112	177	110	18	181	441	524	290	21	196	208	288	70	265	317	460	134	376	115	256	220	246	16	80	377	331	145
333	23	131	261	128	155	173	45	181	164	290	60	353	233	338	238	376	256	176	16	197	331	387	5	189	165	307	54	359	26	504	92	67	537	282	217	394	407	110	403	74	709	381	53	564	462	4	281	244	220	524
335	283	76	48	649	41	261	142	78	317	109	285	377	10	117	223	33	403	84	338	132	639	8	38	17	216	229	288	457	18	23	589	734	180	125	268	606	115	145	81	220	131	689	336	259	144	128	1006	567	107	485
289	128	173	164	353	233	196	60	189	76	54	48	18	282	403	110	462	709	441	77	498	281	564	75	524	220	793	308	288	123	61	70	183	231	344	115	739	764	277	544	471	379	348	280	741	145	545	318	267	295	291
326	131	176	76	10	274	247	177	83	181	290	353	54	17	265	134	80	238	8	148	331	649	110	189	574	5	441	387	95	25	165	253	37	228	359	91	142	638	201	217	362	313	145	92	501	333	340	112	199	424	471
315	261	274	82	208	60	387	307	228	18	74	8	403	707	75	281	564	65	739	333	277	741	119	345	108	318	172	370	199	360	361	235	140	125	7	322	46	118	522	489	751	748	198	232	532	513	526	215	168	276	665
323	76	274	83	90	177	290	134	110	256	80	197	238	142	288	115	25	79	112	78	228	359	504	26	333	537	282	638	318	201	44	295	394	407	340	342	13	471	285	74	53	462	341	312	381	4	212	75	244	293	642
229	176	48	649	142	78	356	114	60	173	317	377	109	460	10	223	117	33	84	132	403	338	54	639	38	216	8	229	83	17	524	110	457	441	734	30	288	67	23	268	180	125	606	18	115	689	81	748	131	543	220
342	39	48	709	649	142	78	23	180	338	81	131	112	564	317	17	285	377	460	281	128	524	18	155	117	639	223	132	70	115	33	274	125	392	203	199	247	164	84	229	233	748	360	90	82	606	353	177	318	45	457
58	48	338	83	142	274	203	112	281	164	441	45	290	285	208	377	376	199	197	16	331	80	238	117	360	748	318	574	295	132	387	307	79	165	229	107	37	253	504	359	228	144	26	537	217	313	512	201	457	394	121
358	180	114	173	10	176	76	90	82	177	181	48	83	353	208	196	376	256	17	54	197	16	148	574	189	387	5	95	403	8	110	564	165	253	228	37	504	91	524	537	649	201	362	44	288	313	501	394	220	340	407
378	283	76	176	41	39	48	709	261	649	356	114	173	142	60	78	109	10	338	285	377	54	460	23	403	180	564	81	83	8	17	131	117	33	281	132	639	110	524	441	67	18	288	128	70	229	125	115	216	155	199
557	649	84	78	76	709	48	38	142	176	317	216	377	33	788	285	223	117	132	460	112	30	734	392	567	558	268	485	229	457	639	200	413	689	589	543	296	94	259	273	0	1006	838	386	782	400	185	769	606	271	661
377	173	128	247	45	181	209	256	649	564	16	189	441	574	524	70	142	115	253	37	228	359	91	638	333	112	313	394	340	342	74	471	748	381	244	460	235	317	168	308	123	736	639	46	489	377	578	634	40	277	606
361	180	356	114	338	48	709	83	256	403	18	387	564	281	79	649	307	441	524	288	220	282	115	362	44	313	501	407	342	145	333	53	462	318	199	312	125	295	471	75	360	628	707	748	174	61	123	207	235	231	183
225	81	261	274	247	177	290	208	83	48	256	54	574	25	79	67	253	8	228	110	564	441	281	44	217	394	342	74	424	312	212	77	471	295	199	231	344	125	634	360	13	277	544	748	741	729	235	341	112	382	267
374	261	356	114	173	128	109	176	155	76	10	274	48	338	247	45	82	164	177	709	181	83	290	233	21	353	17	54	134	376	80	256	238	246	16	148	403	18	67	8	574	189	564	110	387	5	95	281	649	25	441
320	261	356	128	109	10	247	76	90	82	338	181	209	208	196	265	134	376	17	709	148	54	331	574	5	18	95	25	403	165	79	307	110	228	359	26	91	504	537	638	362	92	282	44	501	313	217	220	288	394	407
357	128	10	48	338	247	90	82	164	233	353	208	196	265	18	80	238	197	16	148	110	189	574	5	79	220	115	142	37	359	91	26	537	638	217	313	92	501	199	407	340	125	342	360	74	53	462	748	381	4	312
301	176	78	142	33	223	283	39	30	734	639	229	457	567	41	261	558	60	200	114	173	259	564	403	606	356	1006	94	296	400	54	838	109	281	8	125	10	524	338	769	199	336	110	441	288	512	748	70	144	145	17
349	39	76	23	180	81	114	131	173	48	128	155	338	274	203	649	54	17	82	45	177	181	564	353	290	67	18	21	110	142	196	208	209	281	265	441	134	376	524	256	197	246	80	288	238	331	112	78	189	220	115
400	60	338	387	5	76	17	48	362	8	110	462	441	498	77	212	524	207	288	70	231	544	471	145	72	295	455	108	13	199	360	172	125	235	649	287	399	434	561	118	532	772	450	513	623	168	563	293	736	276	621
355	261	356	131	76	109	128	10	48	60	709	203	90	45	82	83	181	54	290	353	17	21	196	403	134	376	67	564	238	18	16	148	110	331	281	441	574	524	95	5	142	387	79	25	165	115	220	253	228	112	37
447	285	10	460	403	132	84	17	83	23	180	38	81	457	131	734	30	268	128	543	259	318	155	13	341	1006	567	400	274	485	233	203	164	200	413	141	247	353	518	94	471	0	90	82	558	782	478	177	196	838	106
466	247	290	233	574	165	307	48	504	67	501	313	340	8	407	342	403	74	381	53	564	281	312	77	498	75	212	174	70	308	115	333	126	231	183	40	739	764	318	295	729	382	545	119	267	72	291	87	529	13	108
445	23	180	155	274	203	176	60	76	90	338	177	181	164	290	21	48	353	233	208	196	134	238	80	246	256	148	16	709	54	197	331	189	5	403	79	110	253	228	359	26	281	504	524	638	201	501	282	220	288	394
77	48	90	82	181	21	353	209	265	80	197	148	281	5	441	95	524	115	91	26	504	537	142	638	282	217	501	394	340	199	112	74	53	462	360	471	381	4	312	748	244	498	75	212	341	174	793	123	207	61	460
476	76	39	41	261	142	356	114	173	60	317	112	109	377	10	338	33	403	54	564	132	639	38	83	17	216	229	23	524	110	180	441	788	67	457	288	81	589	18	734	30	70	125	131	268	199	115	145	220	128	543
454	41	78	112	317	285	460	8	33	83	84	23	180	81	131	229	38	216	125	457	606	734	30	128	268	155	144	543	274	1006	203	233	164	247	235	400	353	90	82	200	471	413	177	196	181	518	45	0	94	290	489
538	649	709	176	78	142	317	38	285	33	223	216	112	460	788	392	30	734	639	268	229	457	567	283	39	558	485	589	413	689	200	543	259	60	261	41	94	296	606	0	564	114	403	838	400	173	273	782	518	356	54
502	39	76	176	48	709	173	649	60	10	142	23	180	78	81	131	83	112	8	317	285	128	281	377	524	460	155	288	117	639	70	115	274	223	132	125	203	199	33	392	247	164	233	748	82	90	360	229	353	177	318
95	283	261	131	173	109	10	48	83	181	17	290	21	649	265	8	246	80	148	574	70	79	112	91	333	282	201	313	501	360	342	748	471	13	74	53	285	317	235	312	4	639	174	322	489	793	123	61	606	578	207
410	90	181	10	338	256	16	197	331	95	176	228	359	504	638	537	282	217	48	74	8	381	462	4	403	312	498	642	281	709	564	75	207	220	212	524	793	123	231	344	40	61	115	70	333	277	348	544	280	741	119
495	649	60	317	285	377	460	223	8	33	180	84	392	524	441	81	67	288	131	38	216	199	589	788	128	734	268	336	155	689	318	144	295	13	274	203	233	1006	164	293	247	736	353	141	567	90	82	57	485	471	200
472	39	23	180	173	109	90	338	177	181	21	353	233	48	208	83	265	238	246	709	54	387	189	5	18	25	67	165	403	8	253	37	228	110	359	564	504	281	441	282	44	92	524	501	340	407	288	220	342	70	115
520	283	261	155	274	82	181	164	60	338	209	233	265	80	76	16	331	387	5	95	48	189	54	307	18	26	67	709	504	201	537	638	92	44	403	282	110	407	342	564	441	281	524	53	381	462	220	288	312	70	498
389	283	41	131	39	261	356	247	109	173	10	80	148	338	83	79	253	504	176	201	44	501	282	340	76	407	342	54	424	74	18	381	53	67	77	498	8	48	793	207	59	308	183	123	441	281	564	739	220	709	524
456	23	128	39	209	265	173	233	148	10	256	16	5	253	189	338	228	362	26	501	201	91	504	638	537	340	217	394	282	407	74	381	244	628	4	462	707	312	642	207	498	18	59	75	793	212	67	123	61	739	379
359	23	39	261	356	109	173	114	164	353	196	338	60	256	197	16	83	5	189	165	17	37	359	504	54	537	638	44	48	217	282	18	394	67	342	8	381	53	403	4	110	709	244	441	564	212	75	793	524	220	61
585	709	261	649	114	78	112	54	180	317	83	131	460	281	110	223	128	33	392	155	145	274	606	203	216	38	457	589	164	247	295	82	144	353	13	788	30	268	177	341	181	689	196	290	293	21	208	189	209	141	134
586	283	41	261	356	23	180	81	131	114	173	109	48	60	128	709	155	338	274	203	247	83	90	82	45	54	177	649	181	17	233	290	353	403	21	208	196	209	564	265	67	18	134	376	110	256	281	197	80	246	238
500	39	180	81	261	114	173	109	274	90	82	60	338	76	21	209	233	265	376	197	17	54	189	18	37	228	359	403	26	564	92	282	441	394	524	220	74	288	462	115	4	312	244	333	498	628	642	77	75	649	145
584	78	283	84	39	33	223	41	117	132	216	261	639	60	114	30	229	173	356	457	268	589	564	403	109	689	567	54	485	543	10	606	558	413	200	259	8	338	281	524	125	110	441	94	288	400	199	0	17	70	83
627	176	709	649	142	283	317	84	377	39	112	33	460	38	41	216	132	261	788	392	60	734	114	173	457	268	356	564	403	567	689	109	485	54	558	200	413	606	10	259	8	281	338	1006	524	125	94	110	441	400	0
601	283	76	41	39	48	261	649	114	173	60	10	112	338	317	54	285	23	564	377	460	83	17	8	117	524	223	639	67	132	18	33	392	70	115	145	199	155	229	748	457	274	734	336	164	788	333	247	268	144	13
304	60	246	256	331	25	709	504	537	44	564	217	281	524	74	70	212	145	793	231	61	183	199	360	13	764	348	545	119	382	748	345	267	341	72	87	108	46	888	168	370	293	449	107	499	36	287	140	405	434	121
496	283	41	261	23	180	356	176	173	114	109	128	10	155	48	60	274	203	338	90	45	82	177	181	353	21	17	209	265	376	649	80	197	8	67	16	564	18	148	281	189	574	441	5	387	524	142	288	165	253	228
623	181	209	134	80	5	54	95	79	253	709	228	359	403	504	201	44	441	217	407	381	53	4	70	642	212	59	471	308	793	123	231	126	61	40	183	13	280	729	545	345	69	529	72	341	87	108	24	888	142	46
619	39	261	356	114	109	247	45	10	21	60	209	265	196	246	148	76	83	16	331	387	17	54	307	228	359	18	91	67	201	362	44	501	313	8	342	424	564	441	462	524	220	628	288	70	174	207	59	65	123	183
637	283	76	176	41	39	48	709	261	649	173	60	142	10	78	112	54	23	317	180	403	564	285	83	377	81	8	460	131	281	110	524	441	67	288	639	223	132	128	33	392	70	115	125	145	155	199	84	229	748	274
612	283	176	48	41	261	142	78	356	114	173	60	112	109	10	460	338	403	117	54	564	132	639	8	23	83	281	17	216	110	524	81	441	67	131	457	288	18	70	734	606	125	30	268	115	145	128	748	689	220	543
659	23	128	155	114	109	274	203	10	60	76	45	181	290	21	353	209	208	83	265	80	238	246	256	197	17	54	331	574	95	189	5	25	18	67	165	307	8	228	37	26	110	504	281	537	638	441	201	282	217	362
664	261	356	114	48	109	10	60	128	338	274	54	164	90	17	45	177	353	8	564	21	67	196	18	142	110	281	376	441	524	80	246	16	238	148	288	112	189	70	78	115	220	95	5	79	25	125	333	253	228	504
614	41	709	649	114	142	10	78	338	23	180	112	54	81	317	131	285	83	17	377	8	460	281	110	524	441	67	128	18	117	639	223	132	155	33	392	125	145	220	199	84	274	229	203	606	164	247	360	233	216	457
638	76	41	317	10	229	338	30	268	524	17	83	288	543	259	18	1006	23	180	220	558	81	131	782	13	333	293	296	128	141	155	266	598	532	106	735	489	759	578	322	274	354	949	203	513	353	100	247	450	704	160
458	283	41	39	261	23	131	356	114	173	109	176	155	76	10	60	48	338	45	709	181	21	209	208	17	54	265	134	376	80	238	256	246	16	148	18	403	67	8	574	564	110	387	5	95	281	649	441	25	307	524
321	23	180	356	81	131	76	114	173	109	10	48	338	247	90	83	82	181	290	17	21	208	209	265	403	134	376	80	67	564	18	238	16	110	331	281	441	189	574	524	95	5	288	70	307	25	220	165	115	228	359
561	203	45	90	164	338	21	233	196	376	80	256	197	17	574	387	189	25	709	307	228	8	26	91	403	504	92	537	638	313	282	564	441	217	394	340	342	381	462	4	312	498	707	75	174	212	145	308	793	123	649
655	356	109	176	76	709	17	246	331	18	8	95	25	110	79	165	253	441	359	26	649	524	282	201	217	70	220	362	92	313	501	145	462	424	381	142	318	244	498	212	75	295	642	125	471	77	628	707	360	793	174
