id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	261	81	23	173	338	709	203	10	131	54	564	45	247	155	83	8	142	18	67	403	274	290	90	281	134	177	82	265	208	196	460	441	110	164	285	524	181	78	21	246	256	353	16	253	145	80	209	95
91	338	246	83	26	331	79	197	709	504	217	498	638	53	462	642	793	183	244	649	342	70	382	312	142	235	75	126	729	7	108	471	87	125	61	234	460	478	121	72	561	293	198	107	449	118	414	399	291	195	679
179	283	23	180	356	203	290	109	114	265	10	246	76	256	164	80	253	387	209	60	148	83	238	16	165	54	17	331	574	18	5	67	197	176	313	8	501	288	201	359	564	217	65	92	44	340	362	77	91	53	37
16	356	114	109	176	203	128	131	247	155	54	274	90	403	134	142	177	82	196	21	353	460	441	80	253	524	209	387	78	238	165	574	197	189	145	5	537	307	115	117	317	201	392	501	377	748	318	235	360	112	65
57	283	23	45	155	338	173	246	256	164	387	253	60	209	95	148	165	26	54	17	79	176	197	313	288	501	189	201	564	504	359	307	217	498	638	403	44	4	362	282	340	281	394	91	53	462	709	110	441	793	59
99	283	39	356	45	109	338	173	90	76	10	177	82	60	181	21	83	256	176	54	80	253	17	353	95	209	148	18	233	8	48	288	564	331	5	709	403	313	189	537	201	501	217	498	638	65	92	4	282	110	441
223	283	41	76	261	81	176	23	114	109	709	60	649	128	131	142	45	8	288	155	17	18	90	460	134	177	82	265	285	208	196	441	78	524	164	181	233	21	353	246	117	317	145	16	377	333	220	253	95	80	209
9	76	23	128	131	10	709	155	54	564	17	649	403	196	142	164	256	233	95	387	148	524	26	376	165	79	5	145	313	537	307	78	201	217	501	115	498	638	282	92	4	44	91	117	394	748	318	340	53	462	407
194	48	39	283	41	30	261	112	268	734	457	689	567	564	356	114	60	543	558	403	173	54	1006	338	109	288	8	281	0	606	94	296	838	10	400	524	518	67	441	273	782	17	125	110	18	748	83	145	70	199	512
103	285	60	54	392	403	84	81	132	112	67	23	180	788	589	457	689	30	229	268	734	70	128	203	606	131	543	748	220	341	247	567	155	168	200	45	736	13	318	290	512	274	478	90	0	107	121	413	532	293	134
46	54	83	8	288	238	79	441	524	460	407	235	318	183	277	736	125	212	168	545	478	160	377	729	57	322	739	370	276	266	267	735	140	159	724	361	144	772	621	68	679	470	704	623	22	336	846	519	767	402	596
143	283	41	76	356	709	81	114	109	173	23	60	180	10	564	54	8	288	403	285	78	203	128	131	17	67	18	281	247	117	45	317	155	377	392	290	441	274	110	524	90	112	134	177	132	82	265	208	196	145	33
93	45	109	76	164	18	48	564	288	709	165	79	197	281	504	498	110	65	92	4	340	524	74	53	649	220	793	424	381	145	70	348	142	379	40	342	115	544	634	344	312	545	318	707	13	532	6	345	215	736	729
69	356	76	109	128	114	45	176	290	48	177	709	54	82	208	17	564	18	288	246	21	353	80	253	209	387	238	376	331	574	79	197	5	441	142	537	313	524	201	217	501	498	333	220	65	92	44	145	394	53	462
10	41	39	338	290	134	60	196	246	256	233	16	8	238	26	331	281	537	359	217	498	638	65	110	282	4	340	74	91	37	53	407	228	462	642	649	793	381	183	145	379	70	277	115	634	344	341	212	312	707	235
138	39	261	356	317	377	114	564	60	33	109	54	403	288	10	281	457	229	67	17	81	18	83	524	441	543	110	23	200	145	199	0	115	558	341	220	360	333	168	128	736	131	13	107	203	478	318	296	782	443	141
171	283	81	261	356	23	180	76	109	203	114	128	173	131	45	247	10	155	60	48	290	274	709	90	54	134	83	177	82	17	265	8	208	18	67	288	196	181	403	164	246	649	256	281	353	233	253	387	209	16	148
108	39	23	128	131	109	76	247	338	173	155	290	10	90	177	60	82	176	265	196	181	48	18	21	164	256	8	564	288	709	80	387	233	209	95	148	16	403	26	281	79	197	189	537	504	501	307	359	217	649	498
224	76	649	709	48	142	176	78	283	285	39	377	117	41	33	132	788	261	30	112	268	356	564	734	457	589	114	229	60	567	639	173	403	200	543	54	338	109	485	288	8	1006	281	413	606	259	0	10	94	838	296
101	76	709	649	81	460	285	54	10	23	403	117	317	180	132	84	128	441	203	524	110	131	247	38	155	589	216	45	70	639	689	457	229	788	290	274	125	748	333	90	30	268	341	199	606	134	734	177	82	196	168
80	261	114	173	177	76	82	265	83	54	353	209	16	233	17	18	8	288	5	564	48	189	281	638	65	282	110	91	441	37	25	333	628	220	277	344	312	145	446	707	115	207	345	142	231	215	532	13	280	764	455
