id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	173	338	10	81	142	23	83	403	54	285	460	78	564	8	131	67	392	203	110	70	281	117	247	317	377	155	112	274	290	441	196	45	18	164	90	353	223	524	145	265	115	82	177	639	209	376
91	709	649	338	142	83	460	78	392	70	117	317	112	132	223	197	589	33	246	26	331	125	229	504	107	38	638	457	84	235	79	217	53	478	689	512	121	788	30	144	268	216	734	498	312	642	342	336	462	293	729
179	283	76	709	176	649	356	60	114	10	142	180	109	23	83	54	285	460	78	564	8	67	392	17	203	110	70	117	288	317	377	112	290	441	132	18	164	223	524	145	265	209	639	197	199	589	256	33	148	246	16
16	176	356	114	142	109	403	54	460	78	131	392	203	117	247	128	317	155	377	112	274	441	196	132	90	353	223	524	145	115	82	177	639	209	134	21	197	589	33	229	748	318	38	80	457	238	84	387	253	235	360
57	283	709	176	649	60	173	338	142	23	403	54	285	460	78	564	392	17	110	281	117	288	155	377	112	441	45	132	164	223	524	145	209	639	197	95	199	589	256	33	148	246	26	359	125	333	504	107	38	638	457
99	283	76	709	176	39	48	649	356	60	173	338	10	142	109	83	403	54	285	78	564	8	392	17	110	117	288	317	377	112	441	45	132	18	90	353	223	524	145	233	115	82	177	209	639	21	181	95	199	589	256
223	283	76	709	176	41	261	649	60	114	81	142	109	23	285	460	78	8	131	392	17	117	128	288	317	155	377	112	441	196	132	45	18	164	90	353	223	524	145	265	115	233	82	177	639	209	376	208	134	21	197
9	76	709	649	10	142	23	403	54	78	564	131	392	17	117	128	377	155	132	196	164	223	524	145	115	233	639	376	589	95	199	256	33	148	26	229	748	38	318	457	638	84	387	79	217	606	46	53	537	478	307
194	283	39	48	41	261	356	60	173	338	114	10	81	180	109	23	403	83	54	564	8	131	67	17	203	110	70	281	247	128	288	112	155	274	290	441	196	45	18	164	90	353	524	145	115	233	265	82	177	209	376
103	60	81	180	23	403	285	54	131	392	67	203	70	247	128	155	112	274	290	132	196	45	164	90	353	265	233	82	177	209	376	208	134	21	197	181	589	95	256	148	246	16	229	26	359	331	220	748	318	107	504
46	83	54	460	8	288	377	441	524	125	318	238	235	79	478	30	268	144	168	736	212	336	322	276	729	160	57	259	407	266	400	183	402	22	545	277	735	724	361	739	68	704	470	427	782	140	147	370	267	519	863
143	283	76	709	41	356	60	173	114	10	81	180	109	23	403	285	54	78	564	8	131	67	392	17	203	110	117	281	247	128	317	288	377	155	112	274	290	441	132	196	45	18	164	90	353	524	145	115	265	233	82
93	76	709	48	649	142	109	285	78	564	392	110	70	281	117	288	317	45	132	18	164	223	524	145	115	639	197	199	589	33	125	229	220	318	504	38	457	84	13	79	606	46	53	478	689	512	788	30	295	165	168
69	76	709	176	48	356	114	142	109	54	285	78	564	392	17	117	128	288	317	377	290	441	132	45	18	353	223	524	145	115	82	177	639	209	376	208	21	197	199	33	246	331	125	333	229	220	38	107	80	457	238
10	39	41	649	60	338	285	460	78	8	392	110	70	281	317	112	290	196	132	223	145	115	233	639	134	199	256	33	246	16	26	359	331	125	229	748	318	107	38	457	638	238	84	13	235	217	341	606	53	537	478
138	39	261	356	60	114	10	81	109	23	403	83	54	564	131	67	17	203	110	281	317	247	128	288	377	155	274	290	441	196	45	18	164	353	524	145	115	265	233	82	177	209	376	134	21	197	181	199	95	33	256
