id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	709	261	173	338	81	10	142	23	67	403	564	83	285	203	78	281	8	460	54	131	247	110	117	70	18	524	377	274	392	441	290	112	145	115	155	223	317	639	90	177	318	196	489	220	353	360	265	45
91	338	246	83	197	331	79	504	26	638	217	709	342	53	462	70	498	642	244	235	793	75	61	312	561	382	126	729	87	449	471	108	291	183	7	649	72	399	125	150	118	234	142	195	478	198	121	107	563	592	414
179	283	180	203	23	290	356	209	265	246	164	238	148	10	16	197	109	387	114	331	256	253	5	80	25	359	165	501	313	83	201	44	92	362	424	60	217	17	574	634	37	67	53	77	91	642	340	207	65	348	308
16	356	176	114	109	203	131	247	274	403	128	142	155	54	90	177	196	209	353	21	82	524	134	441	460	115	145	78	197	318	235	392	112	117	238	360	377	189	748	639	317	387	223	253	5	537	295	80	736	165	132
57	283	23	155	45	338	173	209	246	164	95	148	197	60	387	256	253	17	359	79	165	189	26	394	504	313	501	638	201	44	362	217	282	176	342	53	462	91	307	544	498	244	340	207	288	54	4	348	308	403	110
99	283	39	356	45	177	90	209	338	173	21	82	10	109	353	95	233	181	148	331	60	256	253	83	5	80	537	17	189	394	313	501	638	201	92	362	217	282	37	342	462	91	544	407	498	76	18	176	244	340	207
223	283	41	76	176	709	261	649	114	60	81	109	142	23	17	285	78	460	288	8	131	117	392	377	18	524	112	441	317	223	128	145	115	155	639	132	90	177	125	318	489	235	233	196	220	360	199	353	265	164	45
9	76	709	10	23	131	649	17	128	403	155	142	564	54	196	376	233	164	524	115	145	78	489	95	318	148	392	117	256	199	377	387	748	639	5	537	223	79	165	295	394	26	313	450	578	638	46	132	282	501	606
194	48	30	112	734	457	268	689	39	558	567	543	283	838	296	0	1006	60	94	782	564	403	400	261	606	41	273	173	518	512	281	114	299	356	288	185	125	1178	8	338	336	598	661	524	463	54	70	459	199	748	145
103	285	392	132	112	60	84	788	30	457	734	403	229	689	268	589	543	67	54	606	70	512	838	567	413	0	558	200	748	782	296	518	144	341	318	443	107	220	736	273	168	299	478	402	863	769	13	121	598	22	295
46	83	288	8	54	524	441	238	318	235	460	79	125	407	736	377	478	276	57	168	322	266	212	729	277	402	336	739	735	144	160	724	68	183	545	140	267	470	370	361	846	704	147	51	421	640	621	427	863	519	772
