id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	41	709	261	338	564	10	173	8	403	81	70	142	110	281	203	54	131	392	67	83	78	112	441	460	524	155	196	377	274	247	209	353	177	117	145	23	115	359	318	26	18	333	376	748	265	148	317	331	256
91	709	338	649	70	142	83	392	112	78	460	26	117	132	125	61	197	331	317	498	235	478	223	217	121	144	79	312	589	729	246	107	504	53	642	793	229	216	268	38	342	336	126	457	561	638	293	689	195	471	354
179	283	709	76	60	176	649	109	10	564	114	8	356	17	70	180	142	203	110	54	392	83	67	112	460	288	78	441	209	524	377	23	359	117	145	318	132	265	61	148	197	256	18	125	333	331	748	313	317	16	235
16	176	109	114	403	356	142	203	131	54	392	460	112	78	441	196	155	247	524	274	209	377	128	353	177	117	145	132	115	318	197	748	317	537	134	82	189	478	235	223	90	362	574	21	168	589	387	80	501	360	295
57	283	709	338	60	176	649	564	173	403	17	142	110	281	54	392	288	441	112	155	460	78	524	209	377	23	359	26	145	117	132	125	333	148	256	197	45	313	498	95	189	394	362	44	217	223	606	312	387	79	144
99	283	39	709	48	76	338	60	176	649	109	10	564	173	8	403	356	17	142	110	54	392	83	112	288	78	441	209	524	353	177	377	145	117	115	233	318	132	61	148	256	125	18	331	333	748	45	498	313	537	317
223	283	41	709	76	261	60	649	176	109	114	8	81	17	142	131	392	288	112	78	460	441	196	524	155	377	209	128	353	177	117	23	145	359	26	115	132	318	233	125	18	376	333	265	197	61	148	317	45	313	498
9	709	76	649	564	10	403	17	142	131	54	392	78	155	524	196	377	128	117	23	145	115	26	132	318	233	376	748	148	256	61	313	498	537	95	478	223	606	394	44	217	168	144	589	387	79	312	729	501	164	165
194	283	41	39	48	338	261	60	564	109	10	173	114	403	8	70	81	17	356	110	281	180	112	54	203	131	288	67	83	441	524	196	155	274	247	128	209	353	145	115	177	125	23	359	318	26	748	233	18	333	606
103	60	403	70	81	180	54	203	131	392	112	67	196	155	274	247	209	128	353	132	177	23	318	359	26	748	233	376	265	148	197	256	61	331	313	45	478	82	537	498	134	189	606	220	95	285	589	16	168	144	121
46	8	54	460	83	288	441	524	377	318	125	235	478	168	79	144	729	736	212	268	238	276	336	407	266	322	57	22	361	735	370	545	147	704	160	623	724	739	30	183	259	68	519	51	277	400	402	153	621	267	772
143	283	41	709	76	60	109	564	10	173	114	403	8	81	17	356	180	110	281	203	131	54	392	78	112	67	288	441	377	196	155	524	274	247	209	128	353	117	177	23	132	359	145	26	115	318	125	233	317	376	18
93	709	48	76	649	109	564	70	142	110	281	392	288	78	524	117	145	115	318	132	18	125	61	197	45	317	498	478	220	223	606	168	312	79	285	729	589	164	165	504	13	295	92	53	199	215	544	65	736	455	46
69	709	48	76	176	109	564	114	356	17	142	54	392	78	288	441	524	209	128	377	353	177	117	145	115	132	376	125	197	18	333	331	317	45	498	313	537	82	235	394	223	606	362	220	217	44	208	574	21	285	168
10	41	39	338	60	649	8	70	110	281	392	112	78	460	196	359	145	26	115	318	233	132	125	61	256	748	331	317	498	537	134	235	16	478	223	606	217	168	121	144	285	312	729	290	246	107	228	13	295	341	282
138	39	261	60	564	109	10	114	403	81	356	17	110	281	54	203	131	67	288	377	83	441	524	196	155	274	247	209	128	353	177	145	23	115	359	26	317	318	233	18	376	333	265	61	197	256	148	331	45	498	313
171	283	709	48	76	261	649	60	109	10	173	114	81	8	403	356	17	70	180	110	281	203	131	54	392	67	83	288	460	112	441	155	196	524	274	247	209	128	377	353	177	23	117	359	26	145	132	318	233	376	125
108	39	709	48	76	338	60	649	176	109	564	10	173	8	403	70	281	131	392	288	78	460	112	524	155	196	247	377	209	128	177	23	145	359	115	26	318	132	233	18	125	265	148	748	256	61	197	317	498	82	537
224	283	41	709	39	48	76	649	176	338	261	60	564	109	10	173	114	142	403	8	70	81	356	17	110	281	78	180	112	54	203	377	131	288	67	83	117	441	132	524	155	196	274	247	128	209	353	177	115	145	23
101	709	76	649	10	403	81	70	110	180	54	203	131	460	441	524	155	196	274	247	209	128	117	353	177	23	132	318	359	125	26	333	233	317	748	376	265	148	256	197	331	61	313	45	82	537	498	134	189	478	95
80	48	76	261	564	173	114	8	17	142	110	281	54	392	83	460	288	441	209	353	177	377	117	145	233	115	132	265	18	333	82	189	16	606	220	312	121	168	144	282	5	360	13	65	455	215	489	25	344	736	229
166	283	41	39	261	649	176	10	8	81	70	281	180	203	131	392	78	83	460	112	524	155	196	274	247	209	128	353	177	23	318	359	26	333	233	748	376	265	148	256	197	331	61	313	45	537	134	498	223	478	189
15	76	338	261	403	17	142	54	392	83	460	155	247	209	128	177	23	359	115	318	265	148	61	197	256	45	313	498	537	134	95	478	223	394	90	362	285	574	44	217	208	21	79	312	107	729	501	246	164	228	341
76	41	709	76	338	649	176	109	10	173	8	81	356	70	142	281	131	392	67	78	196	524	247	209	377	128	353	359	26	115	132	125	333	265	148	256	197	61	317	313	498	82	537	95	235	478	16	394	362	90	574
148	283	41	39	48	338	261	649	176	109	564	10	173	81	8	403	17	142	180	281	131	392	288	112	460	78	196	524	274	209	128	377	177	145	117	26	115	132	233	376	18	125	265	333	148	256	61	197	748	331	498
37	281	392	67	83	318	18	197	317	235	208	285	121	79	312	107	80	729	228	341	282	77	46	65	544	455	216	229	25	642	276	238	207	126	293	37	638	634	195	348	788	4	741	322	512	449	40	100	162	424	532
18	283	41	39	48	338	60	564	109	10	173	114	403	8	81	142	70	17	356	180	110	281	203	54	131	460	112	288	83	67	441	524	155	196	117	274	247	209	128	353	177	23	145	115	359	26	318	233	18	376	748
241	48	76	338	649	564	8	142	180	281	54	78	524	117	359	26	132	125	376	61	256	317	45	498	537	82	95	235	16	223	394	606	362	44	217	208	168	21	285	144	79	312	387	80	290	501	360	164	504	5	282
118	709	48	338	60	649	564	114	8	403	356	17	142	110	281	54	392	67	196	288	155	112	78	441	274	524	353	377	145	115	233	318	132	61	125	498	317	537	95	189	394	217	606	223	79	121	168	285	290	144	246
28	709	403	70	110	54	26	61	498	134	478	208	121	144	285	80	107	504	341	77	65	46	544	141	212	642	793	229	764	268	457	106	561	266	195	269	4	788	354	512	100	218	436	370	87	253	623	33	734	183	399
48	39	48	76	338	261	176	649	564	114	8	17	142	110	281	392	67	460	112	288	78	441	524	353	177	377	117	145	115	318	132	256	125	333	748	317	189	478	235	208	606	220	223	121	168	285	164	144	589	107	165
107	41	48	76	261	60	176	649	109	10	173	17	142	110	281	131	54	392	67	83	112	460	288	78	441	274	247	209	524	128	353	377	359	117	145	115	318	376	132	265	61	148	256	125	18	333	748	317	82	189	16
263	338	649	142	281	392	112	460	78	117	132	148	61	197	748	317	498	235	223	606	121	312	285	589	290	360	504	77	489	53	736	46	212	642	793	216	38	268	336	450	638	293	689	74	195	639	59	269	578	4	322
266	48	60	176	649	10	564	173	114	356	17	70	142	110	281	54	392	67	112	288	460	78	441	524	353	377	117	145	115	132	148	18	125	331	333	45	313	537	317	189	235	478	574	220	223	79	121	168	729	80	285
293	283	41	39	709	48	338	261	176	109	10	114	81	403	356	70	180	203	131	392	78	441	524	196	274	247	209	128	353	23	145	26	318	233	376	148	61	197	317	331	498	537	82	134	95	478	16	606	90	44	217
299	60	564	403	70	142	110	203	54	83	67	288	78	112	441	460	155	524	274	247	377	177	359	145	26	318	132	376	333	61	256	45	317	313	134	95	478	394	223	574	44	606	217	168	121	144	312	79	589	80	290
280	76	261	649	176	60	109	564	10	403	8	70	356	17	142	110	203	54	392	460	112	78	67	83	288	196	155	441	247	377	524	128	177	23	117	359	145	115	318	376	265	317	256	18	148	333	748	331	537	313	134
333	709	338	261	60	176	649	564	173	403	70	110	281	131	54	67	392	155	112	78	460	524	128	353	377	23	359	145	26	117	115	318	233	376	132	125	256	61	197	331	748	45	317	498	537	189	16	478	220	394	606
335	283	41	48	76	338	261	649	109	10	403	8	17	81	142	180	203	131	78	288	377	196	155	274	247	117	209	128	353	145	177	132	23	115	125	359	26	18	317	233	376	265	148	197	61	256	331	45	313	223	235
289	709	48	76	60	649	564	173	403	70	142	110	281	54	392	288	112	196	460	78	441	524	128	353	377	145	117	115	233	318	132	18	125	61	748	498	317	189	235	478	220	606	223	121	168	589	164	107	360	282	77
326	76	649	176	10	8	17	142	110	131	54	83	112	460	78	441	274	247	377	353	177	359	117	145	132	265	61	148	333	331	317	313	134	95	189	223	606	362	574	217	285	387	729	589	80	290	501	228	165	5	13
315	261	60	564	8	403	281	112	274	377	117	318	18	125	333	748	82	235	478	606	208	223	121	168	387	285	144	228	107	360	307	65	215	199	46	489	229	276	216	268	707	457	336	293	74	639	269	741	788	322	512
323	76	142	110	392	83	112	288	78	274	177	359	26	115	132	318	333	61	256	197	537	134	478	394	223	90	606	44	121	285	312	79	729	80	290	228	504	13	295	341	282	77	53	215	544	65	212	25	141	340	344
229	48	338	649	176	60	109	10	173	114	403	8	142	17	356	81	110	180	54	203	131	78	460	288	67	83	377	441	524	196	155	117	274	247	209	128	132	353	177	115	23	359	317	318	125	26	18	233	748	333	376
342	39	709	48	338	649	564	17	81	70	142	281	180	203	131	392	78	112	460	524	377	196	155	274	247	209	128	117	353	177	23	115	132	318	359	125	26	18	233	748	317	265	148	197	256	61	331	313	45	235	82
58	48	338	142	281	203	83	112	441	377	274	117	359	132	26	318	376	748	61	197	331	45	313	498	537	478	16	394	362	574	285	44	121	144	217	208	387	79	107	360	80	729	290	164	228	165	295	504	199	489	92
358	48	76	649	176	564	10	173	114	403	8	17	142	180	110	54	392	83	78	288	196	524	377	353	177	117	145	115	132	318	376	61	125	197	148	256	333	317	313	537	82	95	189	235	16	394	90	362	223	44	220
378	283	41	39	709	48	76	649	338	261	176	60	109	564	10	173	114	8	403	81	356	17	142	70	110	180	281	203	54	131	78	460	67	288	83	377	441	524	155	196	274	247	117	128	209	353	177	132	145	23	359
557	48	709	76	649	283	39	176	41	338	142	60	132	78	112	564	460	403	261	114	173	281	377	8	216	392	117	109	10	606	317	70	223	356	38	17	110	229	524	441	268	180	125	67	285	81	115	83	54	288	748
377	649	564	173	70	142	392	460	112	441	524	247	209	128	377	359	117	115	333	256	748	317	45	313	189	235	16	394	606	574	121	168	228	181	215	489	736	46	455	340	229	216	38	268	764	342	308	638	37	689	381
361	709	48	338	649	564	114	403	356	180	281	83	288	441	524	377	117	145	115	318	132	125	61	18	256	333	748	313	235	362	220	223	606	44	312	79	168	285	387	729	144	589	501	360	282	295	307	53	199	215	46
225	48	261	564	81	8	110	281	54	83	67	112	460	441	274	247	177	125	256	748	235	478	394	574	44	217	208	121	312	79	144	589	729	290	228	107	360	13	295	77	341	199	544	215	489	212	25	344	141	229	268
374	709	48	76	338	261	649	176	109	564	10	173	114	8	403	17	356	70	142	110	281	54	392	83	67	460	112	288	441	155	524	274	247	128	377	353	177	359	117	26	145	115	318	233	376	125	18	61	333	148	256
320	709	76	338	261	649	109	10	403	17	356	70	142	110	54	392	288	460	78	196	247	209	128	377	359	145	117	26	318	132	376	18	265	333	148	61	748	331	317	313	498	537	82	134	95	235	478	220	394	362	90
357	48	338	10	142	110	392	460	196	247	128	353	117	359	26	115	132	233	125	18	265	748	148	197	61	317	313	498	537	82	189	220	16	223	90	606	574	217	168	121	208	589	312	79	107	80	501	360	164	199	5
