id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	338	173	10	142	81	23	54	403	564	83	78	460	285	8	67	131	392	110	117	281	203	70	317	247	112	377	155	441	274	290	18	196	223	90	524	45	115	639	164	145	353	265	209	177	82	376
91	709	649	338	142	83	78	460	392	117	70	317	112	132	223	589	197	33	125	246	229	107	457	504	38	331	235	26	638	84	79	478	217	53	512	121	144	216	788	689	268	30	734	336	498	462	642	342	312	293	471
179	76	283	709	176	649	356	60	114	10	142	109	180	23	54	83	564	78	460	285	8	67	17	110	392	117	203	70	288	317	112	377	441	290	18	132	223	524	164	639	145	265	209	199	197	589	33	256	125	333	148
16	176	356	114	142	109	54	403	78	460	131	392	117	203	128	317	247	112	377	155	441	274	196	132	90	223	524	115	639	145	353	209	177	82	21	589	197	134	33	318	748	229	360	457	38	235	84	80	387	238	478
57	283	709	176	649	338	173	60	142	23	54	403	564	78	460	285	17	110	392	281	117	288	112	377	155	441	132	223	524	45	164	639	145	209	199	589	197	33	95	125	256	333	148	246	107	457	504	38	359	26	638
99	76	283	709	176	48	39	649	356	338	173	60	10	142	109	54	403	83	564	78	285	8	17	110	392	117	288	317	112	377	441	18	90	132	223	524	45	115	639	145	353	233	209	177	82	21	199	589	33	181	95
223	76	283	709	176	41	261	649	60	114	142	81	109	23	78	460	285	8	17	131	392	117	288	317	128	112	377	155	441	18	196	132	223	90	524	45	115	639	164	145	353	233	265	209	177	82	376	589	21	199	208
9	76	709	649	10	142	23	54	403	564	78	17	131	392	117	128	377	155	196	132	223	524	115	164	639	145	233	376	589	199	33	95	256	318	148	748	229	457	38	26	84	638	606	79	387	478	217	537	53	295	216
194	283	48	39	41	261	356	338	173	60	114	10	81	109	180	23	54	403	564	83	8	67	17	131	110	281	70	203	288	112	128	247	155	441	274	18	290	196	524	90	115	45	145	164	353	233	265	209	177	82	199
103	60	81	180	23	54	403	285	67	131	392	70	203	128	247	112	155	274	290	132	196	90	45	164	353	233	265	209	177	82	589	376	21	208	197	134	181	95	256	318	748	148	16	229	107	246	220	457	13	504	359
46	54	83	460	8	288	377	441	524	125	318	235	79	238	478	144	268	30	168	736	336	322	212	276	57	160	729	266	407	259	402	400	183	22	735	724	277	68	704	427	470	361	739	545	782	147	519	421	863	305	949
143	76	283	709	41	356	173	60	114	10	81	109	180	23	54	403	564	78	285	8	67	17	131	392	110	117	281	203	288	317	128	247	112	377	155	441	274	290	18	196	132	90	524	45	115	639	164	145	353	233	265
93	76	709	48	649	142	109	564	78	285	110	392	281	117	70	288	317	18	132	223	524	45	115	164	639	145	199	589	197	33	125	318	229	220	457	504	13	38	84	606	79	478	53	512	295	216	788	46	689	30	141
69	76	709	176	48	356	114	142	109	54	564	78	285	17	392	117	288	128	317	377	441	290	18	132	223	524	45	115	639	145	353	209	177	82	376	21	208	199	197	33	125	333	246	229	107	220	360	457	13	38	331
10	39	41	649	338	60	78	460	285	8	110	392	281	70	317	112	290	196	132	223	115	639	145	233	199	134	33	125	256	318	16	748	246	229	107	457	13	38	359	331	235	26	638	84	341	606	238	478	217	537	53
138	39	261	356	60	114	10	81	109	23	54	403	564	83	67	17	131	110	281	203	288	317	128	247	377	155	441	274	290	18	196	524	115	45	164	145	353	233	265	209	177	82	376	199	21	33	197	134	181	95	256
171	76	283	709	48	261	649	356	173	60	114	10	81	109	180	23	54	403	83	460	285	8	67	17	131	392	110	281	117	203	70	288	317	128	247	112	377	155	441	274	290	18	196	132	223	90	524	45	164	145	353
108	76	709	176	48	39	649	338	173	60	10	109	23	403	564	78	460	285	8	131	392	281	70	288	128	317	247	112	377	155	290	18	196	132	90	223	524	115	164	639	145	233	265	209	177	82	21	199	589	197	33
224	76	283	709	176	48	39	41	261	649	356	338	173	60	114	10	142	81	109	180	23	54	78	403	564	83	285	8	67	17	131	117	110	281	70	203	288	377	112	128	247	155	441	274	18	290	132	196	524	639	90
101	76	709	649	10	81	180	23	54	403	460	285	131	110	117	70	203	317	128	247	155	441	274	290	196	132	524	90	45	639	164	353	233	265	209	177	82	589	376	199	21	208	197	134	181	125	95	256	333	318	748
80	76	48	261	173	114	142	54	83	564	460	8	17	110	392	281	117	288	377	441	18	132	115	639	145	353	233	265	209	177	82	333	16	229	220	360	13	38	638	84	606	189	512	121	144	216	788	489	689	30	168
166	283	176	39	41	261	649	10	81	180	23	83	78	460	8	131	392	281	70	203	128	247	112	155	274	290	223	196	524	45	164	353	233	265	209	177	589	376	199	21	208	197	33	134	181	95	256	333	318	748	148
15	76	261	338	142	23	54	403	83	460	285	17	392	128	247	155	223	90	45	115	639	164	265	209	177	199	21	208	197	33	134	95	256	318	148	229	246	107	457	504	359	84	638	341	79	238	478	217	537	53	512
76	76	709	176	41	649	356	338	173	10	142	81	109	78	285	8	67	131	392	281	70	128	317	247	377	196	132	90	524	115	164	639	353	265	209	82	21	589	199	208	197	33	181	125	95	256	333	148	16	246	229
148	283	176	48	39	41	261	649	338	173	10	142	81	109	180	403	564	78	460	285	8	17	131	392	281	117	288	128	112	377	274	290	18	196	132	90	223	524	115	164	639	145	233	265	209	177	82	376	199	589	197
37	83	285	67	392	281	317	18	208	197	33	318	229	107	235	84	638	341	80	79	238	512	121	216	788	46	734	282	532	228	322	276	25	642	312	37	544	293	543	4	1006	729	77	65	259	75	424	0	634	40	402
18	283	48	39	41	356	338	173	60	114	10	142	81	109	180	23	54	403	564	83	460	285	8	67	17	131	110	117	281	70	203	288	128	247	112	155	441	274	290	18	223	196	90	524	639	115	45	164	145	353	233
241	76	48	649	338	142	180	54	564	78	285	8	281	117	317	290	132	223	524	45	164	82	376	21	208	33	125	95	256	16	229	360	38	504	359	235	26	84	638	80	606	79	387	238	217	537	53	512	144	216	788
118	709	48	649	356	338	60	114	142	54	403	564	78	285	8	67	17	110	392	281	288	317	112	377	155	441	274	290	196	132	223	524	164	115	639	145	353	233	199	589	33	95	125	318	246	229	360	457	13	38	84
28	709	54	403	285	110	70	208	134	33	229	107	457	504	26	341	80	478	253	512	121	144	788	46	268	30	141	734	498	212	642	544	543	4	266	77	61	65	106	561	0	793	402	87	567	183	269	218	413	764	200
48	76	176	48	39	261	649	338	114	142	564	78	460	285	8	67	17	110	392	281	117	288	317	112	377	441	132	223	524	164	115	639	145	353	177	208	589	256	125	333	318	748	107	229	220	360	13	457	38	235	84
107	76	176	48	41	261	649	173	60	10	142	109	54	83	78	460	285	67	17	131	110	392	281	117	288	128	247	317	112	377	441	274	18	90	132	223	524	115	639	145	353	265	209	82	376	199	589	33	125	256	333
