id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19	top_20	top_21	top_22	top_23	top_24	top_25	top_26	top_27	top_28	top_29	top_30	top_31	top_32	top_33	top_34	top_35	top_36	top_37	top_38	top_39	top_40	top_41	top_42	top_43	top_44	top_45	top_46	top_47	top_48	top_49
170	283	709	41	261	173	338	10	81	142	23	403	83	460	285	54	78	564	8	131	67	392	203	110	70	117	281	247	317	112	377	155	274	290	441	196	45	18	164	90	223	353	524	115	145	639	265	82	177	209	208
91	709	649	338	142	83	460	78	392	70	117	317	112	132	223	197	589	33	246	229	26	38	504	125	331	107	457	638	84	79	235	217	53	788	478	689	512	30	268	121	144	216	734	498	312	336	462	642	342	293	729
179	283	76	709	176	649	356	60	114	10	142	180	109	23	83	460	54	285	78	564	8	67	392	17	203	110	70	117	288	317	112	377	290	132	441	18	164	223	524	145	265	639	209	197	589	199	33	256	148	246	16
16	176	356	114	142	109	403	460	54	78	131	392	203	117	247	128	317	112	377	155	274	132	441	196	90	223	353	524	115	145	639	82	177	209	134	21	197	589	33	229	38	748	318	457	80	238	84	387	235	253	360
57	283	709	176	649	60	173	338	142	23	403	460	285	54	78	564	392	17	110	117	281	288	112	377	155	132	441	45	164	223	524	145	639	209	197	589	199	95	33	256	148	246	359	38	26	504	125	333	107	457	638
99	283	76	709	176	39	48	649	356	60	173	338	10	142	109	403	83	285	54	78	564	8	392	17	110	117	288	317	112	377	132	441	45	18	90	223	353	524	115	145	233	639	82	177	209	21	181	589	199	95	33
223	283	76	709	176	41	261	649	60	114	81	142	109	23	460	285	78	8	131	392	17	117	128	317	288	112	377	155	132	441	196	45	18	164	90	223	353	524	145	115	233	265	639	82	177	209	208	376	134	21	197
9	76	709	649	10	142	23	403	54	78	564	131	392	17	117	128	377	155	132	196	164	223	524	115	145	639	233	376	589	199	95	33	256	148	229	38	26	748	318	457	638	84	79	387	606	217	537	53	46	788	478
194	283	39	48	41	261	356	60	173	338	114	10	81	180	109	23	403	83	54	564	8	131	67	17	203	70	110	281	112	247	288	128	155	274	290	441	196	45	18	164	90	353	524	115	145	233	265	82	177	209	208
103	60	81	180	23	403	285	54	131	392	67	203	70	247	128	112	155	274	290	132	196	45	164	90	353	233	265	82	177	209	208	376	134	21	197	589	181	95	256	148	229	246	16	359	26	504	748	107	318	457	331
46	460	83	54	8	288	377	441	524	125	318	238	79	235	478	30	268	144	168	736	212	336	322	276	729	259	57	160	407	266	400	183	402	22	545	277	735	724	361	68	739	704	470	782	427	147	140	370	519	267	863
143	283	76	709	41	356	60	173	114	10	81	180	109	23	403	285	54	78	564	8	131	392	67	17	203	110	117	281	247	317	128	112	288	377	155	274	290	132	441	196	45	18	164	90	353	524	115	145	639	233	265
93	76	709	48	649	142	109	285	78	564	392	110	70	117	281	288	317	132	45	18	164	223	524	115	145	639	197	589	199	33	229	38	504	125	318	220	457	84	79	13	606	53	46	788	478	689	512	30	216	295	734
69	76	709	176	48	356	114	142	109	285	54	78	564	392	17	117	128	317	288	377	290	132	441	45	18	223	353	524	115	145	639	82	177	209	208	376	21	197	199	33	246	229	38	125	333	331	107	220	457	80	238
10	39	41	649	60	338	460	285	78	8	392	110	70	281	317	112	290	132	196	223	115	145	233	639	134	199	33	256	246	16	229	359	38	26	125	748	331	318	107	457	638	238	84	13	235	341	606	217	537	53	788
138	39	261	356	60	114	10	81	109	23	403	83	54	564	131	67	17	203	110	281	317	247	377	128	288	155	274	290	441	196	45	18	164	353	524	115	145	233	265	82	177	209	376	134	21	197	181	33	199	95	256
171	283	76	709	48	261	649	356	60	173	114	10	81	180	109	23	403	83	460	285	54	8	131	392	67	17	203	110	70	117	281	247	128	317	288	112	377	155	274	290	132	441	196	45	18	164	90	223	353	524	145
108	76	709	176	39	48	649	60	173	338	10	109	23	403	460	285	78	564	8	131	392	70	281	247	128	288	317	112	377	155	290	132	196	18	164	90	223	524	145	115	233	265	639	82	177	209	21	197	181	589	199
224	283	76	709	176	39	48	41	261	649	356	60	173	338	114	10	142	81	180	109	23	285	403	83	54	78	564	8	131	67	17	203	117	70	110	281	377	112	247	288	128	155	274	132	290	441	196	45	18	164	90
101	76	709	649	10	81	180	23	403	460	285	54	131	203	110	70	117	247	317	128	155	274	290	132	441	196	45	164	90	353	524	639	233	265	82	177	209	208	376	134	21	197	589	181	199	95	256	148	229	246	38
80	76	48	261	173	114	142	83	460	54	564	8	392	17	110	117	281	288	377	132	441	18	353	115	145	233	265	639	82	177	209	16	229	38	333	220	638	84	13	606	360	189	788	689	512	30	121	489	144	282	216
166	283	176	39	41	261	649	10	81	180	23	460	83	78	8	131	392	203	70	281	247	128	112	155	274	290	196	45	164	223	353	524	233	265	177	209	208	376	134	21	197	589	181	199	33	95	256	148	246	229	38
15	76	261	338	142	23	403	460	83	285	54	392	17	247	128	155	45	164	90	223	115	639	265	177	209	208	134	21	197	199	33	95	256	148	246	229	359	504	107	318	457	638	84	238	79	341	217	537	53	46	788
76	76	709	176	41	649	356	173	338	10	81	142	109	285	78	8	131	67	392	70	281	247	128	317	377	132	196	164	90	353	524	115	265	639	82	209	208	21	197	181	589	199	95	33	256	148	246	16	229	359	26
